Data,Hora,Liga,Jogo,Método,Mercado,Lado,Odd_Entrada,Odd_Fav,Expectativa_WR,EV_Estimado,1/0,P/L,Placar,Resultado,Stake_R$,PnL_R$,PnL_u,Stake_Sugerida_R$,Lucro_Green_R$,Risco_Red_R$,mk,kh,ka,lay_real,g
2026-08-29,13:45,NETHERLANDS 1,AZ Alkmaar x Go Ahead Eagles,Lay Draw Super Fav,,,5.97,,,,1,0.19416498993963782,5x2,GREEN,10.06,9.61,0.955,,,,Lay Draw,azalkmaar,goaheadeagles,6.0,1
2026-08-29,15:30,TURKEY 1,Galatasaray x Goztepe,Lay Draw Super Fav,,,6.18,,,,1,0.1862934362934363,3x1,GREEN,9.65,9.22,0.955,,,,Lay Draw,galatasaray,goztepe,6.4,1
2026-08-29,15:45,ITALY 1,Juventus x Parma,Lay Draw Super Fav,,,6.8,,,,1,0.16637931034482759,2x0,GREEN,8.62,8.23,0.955,,,,Lay Draw,juventus,parma,6.8,1
2026-08-29,16:00,CROATIA 1,Varazdin x Rudes,Lay Draw Super Fav,,,5.97,,,,1,0.19416498993963782,1x0,GREEN,10.06,9.61,0.955,,,,Lay Draw,varazdin,rudes,6.8,1
2026-08-29,16:30,ARGENTINA 2,FC Midland x Nueva Chicago,Lay 0x1 Super Fav,,,15.0,,,,1,0.06892857142857142,2x0,GREEN,3.57,3.41,0.955,,,,Lay 0x1,fcmidland,nuevachicago,15.0,1
2026-08-29,17:00,BRAZIL 3,Figueirense x Maranhao,Lay 0x1 Super Fav,,,15.0,,,,1,0.06892857142857142,2x1,GREEN,3.57,3.41,0.955,,,,Lay 0x1,figueirense,maranhao,15.0,1
2026-08-29,19:30,COLOMBIA 2,Real Cartagena x Tigres FC Zipaquira,Lay Draw Super Fav,,,5.77,,,,1,0.20230607966457023,1x0,GREEN,10.48,10.01,0.955,,,,Lay Draw,realcartagena,tigresfczipaquira,6.8,1
2026-08-29,21:30,PERU 1,Alianza Lima x Deportivo Garcilaso,Lay Draw Super Fav,,,5.25,,,,1,0.22705882352941176,3x4,GREEN,11.76,11.23,0.955,,,,Lay Draw,alianzalima,deportivogarcilaso,5.5,1
2026-08-30,08:30,CHINA 1,Guangdong GZ-Power FC x Changchun Yatai,Lay Draw Super Fav,,,5.46,,,,1,0.2163677130044843,2x1,GREEN,,42.82,0.955,44.84,42.82,200.0,Lay Draw,guangdonggzpowerfc,changchunyatai,6.0,1
2026-08-30,09:30,NETHERLANDS 1,Feyenoord x ADO Den Haag,Lay Draw Super Fav,,,9.06,,,,0,-1.0,2x2,RED,,-200.0,-8.06,24.81,23.69,200.0,Lay Draw,feyenoord,adodenhaag,9.2,0
2026-08-30,09:30,NORWAY 1,Bodo Glimt x Rosenborg,Lay Draw Super Fav,,,6.8,,,,1,0.16637931034482759,4x1,GREEN,,32.93,0.955,34.48,32.93,200.0,Lay Draw,bodoglimt,rosenborg,6.8,1
2026-08-30,12:00,CZECH 1,Plzen x Slovacko,Lay Draw Super Fav,,,5.97,,,,1,0.19416498993963782,2x0,GREEN,,38.43,0.955,40.24,38.43,200.0,Lay Draw,plzen,slovacko,6.0,1
2026-08-30,12:00,NORWAY 1,Viking x Aalesunds,Lay Draw Super Fav,,,6.8,,,,1,0.16637931034482759,0x1,GREEN,,32.93,0.955,34.48,32.93,200.0,Lay Draw,viking,aalesunds,6.8,1
2026-08-30,12:00,SLOVAKIA 1,Slovan Bratislava x Zemplin,Lay Draw Super Fav,,,6.59,,,,1,0.17262969588550983,3x0,GREEN,,34.17,0.955,35.78,34.17,200.0,Lay Draw,slovanbratislava,zemplin,7.0,1
2026-08-30,12:30,ENGLAND 1,Man Utd x Ipswich,Lay Draw Super Fav,,,5.87,,,,1,0.19815195071868583,5x2,GREEN,,39.22,0.955,41.07,39.22,200.0,Lay Draw,manutd,ipswich,5.8,1
2026-08-30,14:00,AUSTRIA 1,Red Bull Salzburg x Austria Wien,Lay Draw Super Fav,,,5.87,,,,1,0.19815195071868583,4x1,GREEN,,39.22,0.955,41.07,39.22,200.0,Lay Draw,redbullsalzburg,austriawien,5.9,1
2026-08-30,15:00,ARGENTINA 2,Club Atletico Mitre x CA Central Norte,Lay 0x1 Super Fav,,,14.0,,,,1,0.07423076923076923,2x2,GREEN,,14.69,0.955,15.38,14.69,200.0,Lay 0x1,clubatleticomitre,cacentralnorte,14.0,1
2026-08-30,15:00,SAUDI ARABIA 1,Al-Quadisiya (KSA) x Al Faisaly ( KSA ),Lay Draw Super Fav,,,9.27,,,,1,0.11668681983071343,2x0,GREEN,,23.09,0.955,24.18,23.09,200.0,Lay Draw,alquadisiyaksa,alfaisalyksa,9.8,1
2026-08-30,15:30,ARGENTINA 2,Deportivo Moron x CA San Miguel,Lay 0x1 Super Fav,,,14.0,,,,1,0.07423076923076923,2x1,GREEN,,14.69,0.955,15.38,14.69,200.0,Lay 0x1,deportivomoron,casanmiguel,14.0,1
2026-08-30,16:00,BRAZIL 1,Flamengo x Botafogo FR,Lay Draw Super Fav,,,5.77,,,,1,0.20230607966457023,3x0,GREEN,,40.04,0.955,41.93,40.04,200.0,Lay Draw,flamengo,botafogofr,5.8,1
2026-08-30,16:00,BRAZIL 2,America MG x Ponte Preta,Lay Draw Super Fav,,,9.27,,,,1,0.11668681983071343,2x0,GREEN,,23.09,0.955,24.18,23.09,200.0,Lay Draw,americamg,pontepreta,9.2,1
2026-08-30,20:00,VENEZUELA 1,Carabobo FC x Zamora FC,Lay Draw Super Fav,,,4.74,,,,0,-1.0,0x0,RED,,-200.0,-3.74,53.48,51.07,200.0,Lay Draw,carabobofc,zamorafc,5.6,0
2026-08-30,21:00,MEXICO 1,Toluca x FC Juarez,Lay Draw Super Fav,,,6.39,,,,1,0.1790352504638219,2x0,GREEN,,35.44,0.955,37.11,35.44,200.0,Lay Draw,toluca,fcjuarez,6.6,1
2026-08-31,07:00,UKRAINE 1,Zorya x FC Kharkiv,Lay Under 0.5 FT (Fav),Under 0.5 FT,LAY,12.6,,94.3%,+3.18%,1,0.08318965517241379,,,,,,8.62,8.23,100.0,Lay Under 0.5,zorya,fckharkiv,13.5,1
2026-08-31,07:00,UKRAINE 1,Zorya x FC Kharkiv,Lay Home / DC X2 (Fav Visitante <= 1.65),Match Odds (Home),LAY,2.06,,86.1%,+3.31%,1,0.910377358490566,,,,,,94.34,90.09,100.0,Lay Home,zorya,fckharkiv,720.0,1
2026-08-31,10:30,WALES 1,Flint Town United x Connahs Quay,Lay Home / DC X2 (Fav Visitante <= 1.65),Match Odds (Home),LAY,5.77,,86.1%,+3.31%,1,0.20230607966457023,,,,,,20.96,20.02,100.0,Lay Home,flinttownunited,connahsquay,6.0,1
2026-08-31,11:00,EGYPT 1,Asyut Petroleum x National Bank,Lay Home / DC X2 (Fav Visitante <= 1.65),Match Odds (Home),LAY,7.42,,86.1%,+3.31%,1,0.15031152647975077,,,,,,15.58,14.88,100.0,Lay Home,asyutpetroleum,nationalbank,7.8,1
2026-08-31,11:00,ENGLAND 5,Worthing x Boreham Wood,Lay Home / DC X2 (Fav Visitante <= 1.65),Match Odds (Home),LAY,6.59,,86.1%,+3.31%,1,0.17262969588550983,,,,,,17.89,17.08,100.0,Lay Home,worthing,borehamwood,7.0,1
2026-08-31,13:30,GREECE 1,Levadiakos x Panathinaikos,Lay Home / DC X2 (Fav Visitante <= 1.65),Match Odds (Home),LAY,6.39,,86.1%,+3.31%,1,0.1790352504638219,,,,,,18.55,17.72,100.0,Lay Home,levadiakos,panathinaikos,6.6,1
2026-08-31,13:30,ITALY 1,Lecce x Roma,Lay Home / DC X2 (Fav Visitante <= 1.65),Match Odds (Home),LAY,8.45,,86.1%,+3.31%,1,0.12953020134228188,,,,,,13.42,12.82,100.0,Lay Home,lecce,roma,8.4,1
2026-08-31,14:00,CYPRUS 1,Omonia x Omonia FC Aradippou,Lay Draw (Fav <= 1.40),Match Odds (Draw),LAY,8.03,,85.8%,+3.26%,0,-1.0,,,,,,14.22,13.58,100.0,Lay Draw,omonia,omoniafcaradippou,9.0,0
2026-08-31,14:00,DENMARK 1,FC Copenhagen x SonderjyskE,Lay Draw (Fav <= 1.40),Match Odds (Draw),LAY,5.87,,85.8%,+3.26%,1,0.19815195071868583,,,,,,20.53,19.61,100.0,Lay Draw,fccopenhagen,sonderjyske,6.0,1
2026-08-31,14:00,DENMARK 1,FC Copenhagen x SonderjyskE,Lay Away / DC 1X (Fav <= 1.45),Match Odds (Away),LAY,10.09,,90.0%,+2.66%,1,0.10616061606160616,,,,,,11.0,10.5,100.0,Lay Away,fccopenhagen,sonderjyske,10.5,1
2026-08-31,16:00,ENGLAND 1,Aston Villa x Arsenal,Lay Home / DC X2 (Fav Visitante <= 1.65),Match Odds (Home),LAY,7.21,,86.1%,+3.31%,1,0.15539452495974235,,,,,,16.1,15.38,100.0,Lay Home,astonvilla,arsenal,7.2,1
2026-08-31,19:00,ARGENTINA 2,Los Andes x Acassuso,Lay Over 4.5 FT (Under Pesado),Over 4.5 FT,LAY,18.5,,94.3%,+2.67%,1,0.05514285714285714,,,,,,5.71,5.45,100.0,Lay Over 4.5,losandes,acassuso,18.5,1
2026-08-31,20:30,VENEZUELA 1,Puerto Cabello x Academia Anzoategui FC,Lay Under 0.5 FT (Fav),Under 0.5 FT,LAY,14.18,,94.3%,+3.18%,1,0.07321699544764795,,,,,,7.59,7.25,100.0,Lay Under 0.5,puertocabello,academiaanzoateguifc,18.0,1
2026-08-31,20:30,VENEZUELA 1,Puerto Cabello x Academia Anzoategui FC,Lay Draw (Fav <= 1.40),Match Odds (Draw),LAY,4.63,,85.8%,+3.26%,1,0.26584022038567495,,,,,,27.55,26.31,100.0,Lay Draw,puertocabello,academiaanzoateguifc,5.5,1
2026-08-31,20:30,VENEZUELA 1,Puerto Cabello x Academia Anzoategui FC,Lay Away / DC 1X (Fav <= 1.45),Match Odds (Away),LAY,10.09,,90.0%,+2.66%,1,0.10616061606160616,,,,,,11.0,10.5,100.0,Lay Away,puertocabello,academiaanzoateguifc,12.5,1
2026-09-01,14:00,TURKEY 2,Boluspor x Keciorengucu,Lay Home / DC X2 (Fav Visitante <= 1.65),Match Odds (Home),LAY,6.8,,86.1%,+3.31%,1,0.16637931034482759,,,,,,17.24,16.46,100.0,Lay Home,boluspor,keciorengucu,7.4,1
2026-09-01,14:30,AUSTRIA 1,RZ Pellets WAC x Lask Linz,Lay Home / DC X2 (Fav Visitante <= 1.65),Match Odds (Home),LAY,7.42,,86.1%,+3.31%,1,0.15031152647975077,,,,,,15.58,14.88,100.0,Lay Home,rzpelletswac,lasklinz,7.4,1
2026-09-01,14:30,SOUTH AFRICA 1,Kruger United FC x Orlando Pirates (SA),Lay Under 0.5 FT (Fav),Under 0.5 FT,LAY,14.18,,94.1%,+3.33%,1,0.07321699544764795,,,,,,7.59,7.25,100.0,Lay Under 0.5,krugerunitedfc,orlandopiratessa,15.5,1
2026-09-01,14:30,SOUTH AFRICA 1,Kruger United FC x Orlando Pirates (SA),Lay Draw (Fav <= 1.40),Match Odds (Draw),LAY,5.05,,85.4%,+2.87%,1,0.2382716049382716,,,,,,24.69,23.58,100.0,Lay Draw,krugerunitedfc,orlandopiratessa,5.2,1
2026-09-01,15:30,SWITZERLAND 1,FC Zurich x Young Boys,Lay Home / DC X2 (Fav Visitante <= 1.65),Match Odds (Home),LAY,5.25,,86.1%,+3.31%,1,0.22705882352941176,,,,,,23.53,22.47,100.0,Lay Home,fczurich,youngboys,5.3,1
2026-09-01,15:45,BOSNIA 1,Zrinjski x FK BSK Banja Luka,Lay Draw (Fav <= 1.40),Match Odds (Draw),LAY,8.03,,85.4%,+2.87%,1,0.1372688477951636,,,,,,14.22,13.58,100.0,Lay Draw,zrinjski,fkbskbanjaluka,8.8,1
