Data_Arquivo,Horario_Entrada,Liga,Jogo,Metodo,Odd_Base,Odd_Real_Pega,1/0,__odd_signal,__result,__odd_exec,__liquidity,__date,Status_Execucao,Skip_Reason,PnL_Linha,Lucro_Acumulado,Base_Atual,Run_Atual,Level_Profit_Atual,Stake_Multiplier,Stake_Phase
2026-04-20,21:45:00,ARGENTINA 1,Tigre x CA Huracan,Lay_CS_0x1_B365,9.0,9.0,1.0,9.0,1.0,9.0,,2026-04-20,EXECUTED,,39.34525856935216,-630.0960717618764,500.0,600.4184645494186,-630.0960717618764,0.6,Fase_3_Bloqueada_60pct
2026-04-22,15:00:00,SPAIN 1,Real Sociedad x Getafe,Lay_CS_0x1_B365,11.0,11.0,0.0,11.0,0.0,11.0,,2026-04-22,EXECUTED,,-360.2510787296511,-990.3471504915275,500.0,500.0,-990.3471504915275,0.6,Fase_3_Bloqueada_60pct
2026-04-23,13:10:00,SAUDI ARABIA 1,Al Najma Club x Al-Taawoun Buraidah,Lay_CS_0x1_B365,11.0,11.0,1.0,11.0,1.0,11.0,,2026-04-23,EXECUTED,,28.05,-962.2971504915275,500.0,528.05,-962.2971504915275,0.6,Fase_3_Bloqueada_60pct
2026-04-23,14:00:00,SPAIN 1,Levante x Sevilla,Lay_CS_0x1_B365,10.5,10.5,1.0,10.5,1.0,10.5,,2026-04-23,EXECUTED,,31.18274210526316,-931.1144083862644,500.0,559.2327421052631,-931.1144083862644,0.6,Fase_3_Bloqueada_60pct
2026-04-23,14:00:00,SPAIN 1,Levante x Sevilla,Lay_CS_1x0_B365,9.0,9.0,1.0,9.0,1.0,9.0,,2026-04-23,EXECUTED,,39.21619604013158,-891.8982123461328,500.0,598.4489381453947,-891.8982123461328,0.6,Fase_3_Bloqueada_60pct
2026-04-23,16:30:00,SPAIN 1,Oviedo x Villarreal,Lay_CS_0x1_B365,9.6,9.6,1.0,9.6,1.0,9.6,,2026-04-23,EXECUTED,,39.03835515111237,-852.8598571950205,500.0,637.487293296507,-852.8598571950205,0.6,Fase_3_Bloqueada_60pct
2026-04-24,15:00:00,FRANCE 2,Amiens x Montpellier,Lay_CS_0x1_B365,10.5,10.5,1.0,10.5,1.0,10.5,,2026-04-24,EXECUTED,,37.645302267298995,-815.2145549277215,500.0,675.132595563806,-815.2145549277215,0.6,Fase_3_Bloqueada_60pct
2026-04-24,15:00:00,FRANCE 2,Clermont x Bastia,Lay_CS_0x1_B365,9.6,9.6,1.0,9.6,1.0,9.6,,2026-04-24,EXECUTED,,44.040626292011076,-771.1739286357104,500.0,719.1732218558171,-771.1739286357104,0.6,Fase_3_Bloqueada_60pct
2026-04-24,15:45:00,FRANCE 1,Brest x Lens,Lay_CS_0x1_B365,11.0,11.0,1.0,11.0,1.0,11.0,,2026-04-24,EXECUTED,,40.345617746111344,-730.828310889599,500.0,759.5188396019284,-730.828310889599,0.6,Fase_3_Bloqueada_60pct
2026-04-25,09:00:00,FRANCE 2,Grenoble x Le Mans,Lay_CS_0x1_B365,10.5,10.5,1.0,10.5,1.0,10.5,,2026-04-25,EXECUTED,,44.85158621228231,-685.9767246773167,500.0,804.3704258142108,-685.9767246773167,0.6,Fase_3_Bloqueada_60pct
2026-04-25,11:00:00,CZECH 1,Banik Ostrava x Plzen,Lay_CS_0x1_B365,11.5,11.5,0.0,11.5,0.0,11.5,,2026-04-25,EXECUTED,,-482.62225548852643,-1168.5989801658432,500.0,500.0,-1168.5989801658432,0.6,Fase_3_Bloqueada_60pct
2026-04-25,11:00:00,CZECH 1,Bohemians 1905 x Sparta Prague,Lay_CS_0x1_B365,9.6,9.6,1.0,9.6,1.0,9.6,,2026-04-25,EXECUTED,,32.616279069767444,-1135.9827010960757,500.0,532.6162790697674,-1135.9827010960757,0.6,Fase_3_Bloqueada_60pct
2026-04-25,11:00:00,NORWAY 1,Fredrikstad x Viking,Lay_CS_0x1_B365,11.5,11.5,1.0,11.5,1.0,11.5,,2026-04-25,EXECUTED,,28.456926910299003,-1107.5257741857768,500.0,561.0732059800664,-1107.5257741857768,0.6,Fase_3_Bloqueada_60pct
2026-04-25,11:00:00,CZECH 1,Teplice x Hradec Kralove,Lay_CS_0x1_B365,9.4,9.4,0.0,9.4,0.0,9.4,,2026-04-25,EXECUTED,,-336.64392358803985,-1444.1696977738166,500.0,500.0,-1444.1696977738166,0.6,Fase_3_Bloqueada_60pct
2026-04-25,11:30:00,PORTUGAL 1,Tondela x CD Nacional Funchal,Lay_CS_0x1_B365,10.5,10.5,1.0,10.5,1.0,10.5,,2026-04-25,EXECUTED,,29.526315789473685,-1414.6433819843428,500.0,529.5263157894736,-1414.6433819843428,0.6,Fase_3_Bloqueada_60pct
2026-04-25,13:30:00,SPAIN 2,Burgos x Deportivo,Lay_CS_0x1_B365,9.0,9.0,1.0,9.0,1.0,9.0,,2026-04-25,EXECUTED,,37.13303289473684,-1377.510349089606,500.0,566.6593486842105,-1377.510349089606,0.6,Fase_3_Bloqueada_60pct
2026-04-25,14:00:00,FRANCE 1,Angers x Paris St-G,Lay_CS_0x1_B365,10.5,10.5,1.0,10.5,1.0,10.5,,2026-04-25,EXECUTED,,33.46272574861496,-1344.047623340991,500.0,600.1220744328255,-1344.047623340991,0.6,Fase_3_Bloqueada_60pct
2026-04-25,14:00:00,PORTUGAL 2,Felgueiras x Leiria,Lay_CS_0x1_B365,10.5,10.5,1.0,10.5,1.0,10.5,,2026-04-25,EXECUTED,,35.438787763875276,-1308.6088355771158,500.0,635.5608621967008,-1308.6088355771158,0.6,Fase_3_Bloqueada_60pct
2026-04-25,15:00:00,NETHERLANDS 1,NAC Breda x Ajax,Lay_CS_0x1_B365,11.0,11.0,1.0,11.0,1.0,11.0,,2026-04-25,EXECUTED,,35.65496436923492,-1272.9538712078809,500.0,671.2158265659357,-1272.9538712078809,0.6,Fase_3_Bloqueada_60pct
2026-04-25,15:45:00,ITALY 1,Verona x Lecce,Lay_CS_1x0_B365,7.4,7.4,1.0,7.4,1.0,7.4,,2026-04-25,EXECUTED,,58.8362622974203,-1214.1176089104606,500.0,730.052088863356,-1214.1176089104606,0.6,Fase_3_Bloqueada_60pct
2026-04-26,04:30:00,CHINA 1,Changchun Yatai x Guangdong GZ-Power FC,Lay_CS_0x1_B365,9.2,9.2,1.0,9.2,1.0,9.2,,2026-04-26,EXECUTED,,49.94624656735888,-1164.1713623431017,500.0,779.9983354307149,-1164.1713623431017,0.6,Fase_3_Bloqueada_60pct
2026-04-26,06:00:00,CHINA 1,Qingdao Hainiu x Shandong Taishan,Lay_CS_0x1_B365,9.4,9.4,1.0,9.4,1.0,9.4,,2026-04-26,EXECUTED,,52.092745973408455,-1112.0786163696932,500.0,832.0910814041233,-1112.0786163696932,0.6,Fase_3_Bloqueada_60pct
2026-04-26,07:00:00,UKRAINE 1,Kryvbas Krivyi Rih x Dynamo Kiev,Lay_CS_0x1_B365,11.0,11.0,1.0,11.0,1.0,11.0,,2026-04-26,EXECUTED,,46.68030966677132,-1065.398306702922,500.0,878.7713910708947,-1065.398306702922,0.6,Fase_3_Bloqueada_60pct
2026-04-26,07:00:00,PORTUGAL 2,Lusitania Futebol Clube x Pacos Ferreira,Lay_CS_0x1_B365,11.0,11.0,1.0,11.0,1.0,11.0,,2026-04-26,EXECUTED,,49.29907503907719,-1016.0992316638448,500.0,928.0704661099718,-1016.0992316638448,0.6,Fase_3_Bloqueada_60pct
2026-04-26,07:15:00,POLAND 1,Wisla Plock x Radomiak Radom,Lay_CS_0x1_B365,11.0,11.0,0.0,11.0,0.0,11.0,,2026-04-26,EXECUTED,,-556.842279665983,-1572.9415113298278,500.0,500.0,-1572.9415113298278,0.6,Fase_3_Bloqueada_60pct
2026-04-26,08:30:00,TURKEY 1,Genclerbirligi x Kocaelispor,Lay_CS_0x1_B365,9.8,9.8,1.0,9.8,1.0,9.8,,2026-04-26,EXECUTED,,31.874999999999996,-1541.0665113298278,500.0,531.875,-1541.0665113298278,0.6,Fase_3_Bloqueada_60pct
2026-04-26,09:00:00,DENMARK 1,Silkeborg x Randers,Lay_CS_0x1_B365,11.0,11.0,1.0,11.0,1.0,11.0,,2026-04-26,EXECUTED,,29.838187500000004,-1511.2283238298278,500.0,561.7131875,-1511.2283238298278,0.6,Fase_3_Bloqueada_60pct
2026-04-26,11:15:00,SPAIN 2,Granada x Almeria,Lay_CS_0x1_B365,11.0,11.0,1.0,11.0,1.0,11.0,,2026-04-26,EXECUTED,,31.512109818750005,-1479.7162140110777,500.0,593.22529731875,-1479.7162140110777,0.6,Fase_3_Bloqueada_60pct
2026-04-26,11:15:00,SPAIN 1,Oviedo x Elche,Lay_CS_0x1_B365,11.0,11.0,1.0,11.0,1.0,11.0,,2026-04-26,EXECUTED,,33.27993917958187,-1446.436274831496,500.0,626.5052364983319,-1446.436274831496,0.6,Fase_3_Bloqueada_60pct
2026-04-26,11:30:00,PORTUGAL 1,Estoril Praia x Famalicao,Lay_CS_0x1_B365,11.5,11.5,0.0,11.5,0.0,11.5,,2026-04-26,EXECUTED,,-375.90314189899914,-1822.339416730495,500.0,500.0,-1822.339416730495,0.6,Fase_3_Bloqueada_60pct
2026-04-26,12:00:00,UKRAINE 1,FK Kudrivka x Shakhtar,Lay_CS_0x1_B365,9.4,9.4,1.0,9.4,1.0,9.4,,2026-04-26,EXECUTED,,33.392857142857146,-1788.946559587638,500.0,533.3928571428571,-1788.946559587638,0.6,Fase_3_Bloqueada_60pct
2026-04-26,12:15:00,FRANCE 1,Paris FC x Lille,Lay_CS_0x1_B365,10.0,10.0,0.0,10.0,0.0,10.0,,2026-04-26,EXECUTED,,-320.0357142857143,-2108.9822738733524,500.0,500.0,-2108.9822738733524,0.6,Fase_3_Bloqueada_60pct
2026-04-26,13:00:00,ITALY 3,Atalanta B x Catania,Lay_CS_0x1_B365,11.5,11.5,1.0,11.5,1.0,11.5,,2026-04-26,EXECUTED,,26.71428571428572,-2082.2679881590666,500.0,526.7142857142857,-2082.2679881590666,0.6,Fase_3_Bloqueada_60pct
2026-04-27,11:30:00,ROMANIA 1,FC Metaloglobus Bucuresti x Unirea Slobozia,Lay_CS_0x1_B365,10.0,10.0,1.0,10.0,1.0,10.0,,2026-04-27,EXECUTED,,32.831857142857146,-2049.4361310162094,500.0,559.5461428571429,-2049.4361310162094,0.6,Fase_3_Bloqueada_60pct
2026-04-27,14:50:00,SAUDI ARABIA 1,Al-Jndal x Al Orubah,Lay_CS_0x1_B365,9.6,9.6,1.0,9.6,1.0,9.6,,2026-04-27,EXECUTED,,36.500626295681066,-2012.9355047205283,500.0,596.0467691528239,-2012.9355047205283,0.6,Fase_3_Bloqueada_60pct
2026-04-27,15:30:00,SPAIN 2,Cadiz x Las Palmas,Lay_CS_0x1_B365,8.4,8.4,1.0,8.4,1.0,8.4,,2026-04-27,EXECUTED,,45.18678885063976,-1967.7487158698887,500.0,641.2335580034637,-1967.7487158698887,0.6,Fase_3_Bloqueada_60pct
2026-04-27,15:45:00,FRANCE 2,Boulogne x Dunkerque,Lay_CS_0x1_B365,10.5,10.5,1.0,10.5,1.0,10.5,,2026-04-27,EXECUTED,,37.86652905683612,-1929.8821868130526,500.0,679.1000870602999,-1929.8821868130526,0.6,Fase_3_Bloqueada_60pct
2026-04-27,18:45:00,ARGENTINA 1,Velez Sarsfield x Union Santa Fe,Lay_CS_0x1_B365,11.0,11.0,1.0,11.0,1.0,11.0,,2026-04-27,EXECUTED,,38.09751488408283,-1891.7846719289698,500.0,717.1976019443827,-1891.7846719289698,0.6,Fase_3_Bloqueada_60pct
