Data_Arquivo,Horario_Entrada,Liga,Jogo,Metodo,Odd_Base,Odd_Real_Pega,1/0,__odd_signal,__result,__odd_exec,__liquidity,__date,Status_Execucao,Skip_Reason,PnL_Linha,Lucro_Acumulado,Base_Atual,Run_Atual,Level_Profit_Atual,Stake_Multiplier,Stake_Phase,Profile_Mode,Mult_Metodo,Mult_Odd_Band,Mult_Intradia,Stake_Final_Aplicada
2026-04-25,00:00,ITALY 1,Verona x Lecce,Lay_CS_1x0_B365,7.4,7.4,1.0,7.4,1.0,7.4,,2026-04-25,EXECUTED,,50.911225992533005,-131.99733596791935,500.0,637.5833777277303,-131.99733596791935,0.6,Fase_3_Bloqueada_60pct,moderado,0.9,1.1,1.0,348.4832581307072
2026-04-26,00:00,DENMARK 1,Silkeborg x Randers,Lay_CS_0x1_B365,11.0,11.0,1.0,11.0,1.0,11.0,,2026-04-26,EXECUTED,,39.34527023957824,-92.65206572834111,500.0,676.9286479673085,-92.65206572834111,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,420.805029300302
2026-04-26,00:00,SPAIN 2,Granada x Almeria,Lay_CS_0x1_B365,11.0,11.0,1.0,11.0,1.0,11.0,,2026-04-26,EXECUTED,,41.773266866062606,-50.87879886227851,500.0,718.7019148333711,-50.87879886227851,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,446.7729076584236
2026-04-26,00:00,SERBIA 1,FK Novi Pazar x Cukaricki,Lay_CS_0x1_B365,14.0,14.0,1.0,14.0,1.0,14.0,,2026-04-26,EXECUTED,,34.11622704951334,-16.762571812765167,500.0,752.8181418828844,-16.762571812765167,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,474.343263790025
2026-04-26,00:00,AUSTRIA 1,Sturm Graz x Austria Wien,Lay_CS_0x1_B365,13.5,13.5,1.0,13.5,1.0,13.5,,2026-04-26,EXECUTED,,37.16512602847425,20.40255421570908,500.0,789.9832679113587,20.40255421570908,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,496.8599736427038
2026-04-26,00:00,SLOVENIA 1,NK Celje x NK Aluminij,Lay_CS_0x1_B365,65.0,65.0,1.0,65.0,1.0,65.0,,2026-04-26,EXECUTED,,7.617166791064055,28.019721006773135,500.0,797.6004347024227,28.019721006773135,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,521.3889568214968
2026-04-26,00:00,ITALY 1,Torino x Inter,Lay_CS_0x1_B365,9.8,9.8,1.0,9.8,1.0,9.8,,2026-04-26,EXECUTED,,58.72831700768277,86.7480380144559,500.0,856.3287517101055,86.7480380144559,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.05,1.0,552.737101248779
2026-04-26,00:00,ITALY 1,Genoa x Como,Lay_CS_0x1_B365,8.2,8.2,1.0,8.2,1.0,8.2,,2026-04-26,EXECUTED,,80.73396110393567,167.48199911839157,500.0,937.0627128140412,167.48199911839157,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.1,1.0,621.6946737415366
2026-04-27,00:00,SERBIA 1,FK Radnicki 1923 x FK Spartak,Lay_CS_0x1_B365,50.0,20.0,1.0,50.0,1.0,50.0,,2026-04-27,EXECUTED,,11.801253062807039,179.2832521811986,500.0,948.8639658768483,179.2832521811986,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.0,1.0,618.4613904572673
2026-04-27,00:00,ITALY 1,Cagliari x Atalanta,Lay_CS_0x1_B365,9.0,9.0,1.0,9.0,1.0,9.0,,2026-04-27,EXECUTED,,80.51229358460795,259.79554576580654,500.0,500.0,259.79554576580654,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.1,1.0,688.875239226592
2026-04-27,00:00,SPAIN 2,Cadiz x Las Palmas,Lay_CS_0x1_B365,8.4,8.4,1.0,8.4,1.0,8.4,,2026-04-27,EXECUTED,,45.86554054054054,305.6610863063471,500.0,545.8655405405406,305.6610863063471,0.6,Fase_3_Bloqueada_60pct,moderado,1.1,1.1,1.0,363.00000000000006
