runner,lado,fav,gols,lado_fav,corte,N_rec,perdas_rec,ROI_rec,IC_lo,IC_hi,p_ic,dias,N_antes,ROI_antes,P_perm,odd_med,aprovado,BH_ic,BH_perm,fam
CS_0x0,back,fav>1.80,U25>2.20,fav casa,TOP 3,87,80,34.7126436781609,-53.861907928064845,130.18977968176247,0.254,35,391,-15.264705882352944,0.1425,16.5,False,False,False,CS
CS_0x0,lay,fav<=1.40,Todos,fav casa,Todos,105,3,1.0466769851085644,-2.114296969708125,4.040365504995842,0.255,29,440,0.4014115687628616,0.4425,25.0,False,False,False,CS
Over25_FT,back,Todos,U25<=1.60,Todos,Todos,277,175,4.818411552346567,-11.312976633226528,19.025372386759578,0.255,34,1613,-3.5133911965282123,0.1325,2.88,False,False,False,nao-CS
X2,back,Todos,U25>2.20,fav casa,TOP 3,98,38,6.087755102040813,-11.318218390804603,23.335550704817997,0.2555,35,525,-0.6644761904761922,0.2675,1.67,False,False,False,nao-CS
CS_0x0,back,fav>1.80,U25 1.60-2.20,Todos,Todos,955,861,7.588481675392663,-13.277413456767365,29.172307783007028,0.2555,35,4397,-11.089037980441214,0.045,11.5,False,False,False,CS
1X,back,fav>1.80,U25 1.60-2.20,fav casa,Todos,55,16,5.575454545454543,-12.866734353428441,21.468393289519174,0.2565,17,266,1.4772556390977434,0.4275,1.51,False,False,False,nao-CS
1X,back,Todos,U25 1.60-2.20,fav casa,Todos,55,16,5.575454545454543,-12.866734353428441,21.468393289519174,0.2565,17,266,1.4772556390977434,0.3675,1.51,False,False,False,nao-CS
Over45_FT,back,fav<=1.40,U25>2.20,fav casa,Todos,138,95,11.200362318840579,-21.046821174749162,38.270796428571416,0.257,29,550,-11.095363636363642,0.085,3.95,False,False,False,nao-CS
BTTS_Yes,back,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,84,36,7.719047619047617,-15.905570235487405,30.96027777777777,0.257,31,481,-1.5351351351351372,0.2325,1.88,False,False,False,nao-CS
CS_3x3,back,fav1.40-1.80,U25>2.20,Todos,Todos,111,105,36.69369369369368,-62.82796238244514,148.11860489481174,0.258,26,676,-63.091715976331365,0.02,28.0,False,False,False,CS
Under15_HT,back,fav>1.80,Todos,fav casa,TOP 3,101,23,3.3668316831683196,-7.366980198019801,13.014849609960995,0.258,35,585,-1.8107692307692296,0.2125,1.32,False,False,False,nao-CS
CS_2x3,lay,fav>1.80,U25>2.20,fav casa,Todos,182,4,0.6354090028958239,-1.8596363682121586,2.3975953934856045,0.2585,32,773,0.6592764700210845,0.51,36.0,False,False,False,CS
Under15_FT,lay,fav<=1.40,Todos,fav casa,Todos,64,11,4.141935072869977,-9.7119504531422,18.336809631565668,0.259,24,294,-0.603003701577609,0.28,5.0,False,False,False,nao-CS
CS_0x0,lay,fav<=1.40,U25>2.20,fav casa,Todos,83,2,1.0934026413926083,-2.8604430437109407,3.6654469569770733,0.259,26,306,-0.632070602318973,0.1775,28.0,False,False,False,CS
CS_0x2,lay,fav1.40-1.80,U25 1.60-2.20,fav fora,TOP 3,41,3,2.736150077713487,-6.650691301987067,10.718102099944547,0.2595,19,220,-5.292664027289231,0.04,9.8,False,False,False,CS
BTTS_No,lay,Todos,U25<=1.60,fav fora,TOP 3,44,22,10.331485634767992,-21.401170448672808,41.506916114915036,0.2595,24,311,2.2013273831117246,0.3375,1.8,False,False,False,nao-CS
Under35_FT,back,fav1.40-1.80,Todos,fav casa,TOP 3,93,24,4.307526881720433,-8.597462997224788,16.723763297872317,0.2595,34,517,-5.468762088974856,0.0925,1.36,False,False,False,nao-CS
Under25_FT,lay,fav1.40-1.80,U25>2.20,fav casa,TOP 3,84,29,6.214512627456822,-14.172223451716171,24.159376037160257,0.2595,33,417,-0.6525331278227886,0.2325,2.42,False,False,False,nao-CS
CS_2x3,back,fav1.40-1.80,Todos,fav fora,TOP 3,66,61,43.59848484848484,-70.6923076923077,187.82166491596632,0.261,26,289,-31.157439446366787,0.085,22.0,False,False,False,CS
Under35_FT,lay,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,78,54,11.732414752276874,-25.280949360610162,49.68179288406173,0.261,30,457,6.824780482828005,0.42,1.35,False,False,False,nao-CS
CS_3x1,back,fav>1.80,U25>2.20,fav casa,Todos,312,290,12.860576923076922,-22.918120155038764,54.35120370370369,0.261,35,897,1.5144927536231847,0.355,17.5,False,False,False,CS
CS_1x3,lay,Todos,U25 1.60-2.20,Todos,TOP 3,89,3,1.1526701165378952,-2.918307829173536,4.55653638060244,0.261,34,537,2.0932243411367035,0.68,21.0,False,False,False,CS
Under15_FT,lay,Todos,Todos,fav fora,TOP 3,94,28,3.913088495538032,-8.705664260337716,16.025845948392753,0.2615,36,546,-3.1346515308494145,0.2,3.05,False,False,False,nao-CS
Under45_FT,back,fav1.40-1.80,Todos,fav casa,TOP 3,63,14,4.0761904761904795,-9.373833333333332,15.923886815920396,0.262,28,207,-6.027294685990336,0.1175,1.34,False,False,False,nao-CS
Under45_FT,back,fav1.40-1.80,U25>2.20,fav casa,TOP 3,63,14,4.0761904761904795,-9.373833333333332,15.923886815920396,0.262,28,207,-6.027294685990336,0.115,1.34,False,False,False,nao-CS
Under25_FT,lay,Todos,U25>2.20,fav casa,Todos,696,236,1.5194338966619791,-2.9767782258723825,5.617574418933876,0.2625,35,2418,-3.3167730186318147,0.0825,2.66,False,False,False,nao-CS
CS_2x3,lay,fav>1.80,U25 1.60-2.20,fav fora,TOP 3,55,1,0.8916712306741632,-3.4369407802311027,2.8066252092310453,0.2625,24,162,0.7873364376268837,0.2925,36.0,False,False,False,CS
CS_2x0,lay,fav>1.80,U25>2.20,fav casa,Todos,309,15,0.7761793595343148,-1.93211849154588,2.8503561914075246,0.263,34,953,2.88801056687606,0.915,17.0,False,False,False,CS
Under15_HT,back,fav>1.80,U25<=1.60,Todos,TOP 3,57,11,4.351754385964916,-9.719429880261245,16.33149107142857,0.2635,27,318,-0.5570754716981098,0.3025,1.3,False,False,False,nao-CS
CS_2x1,lay,fav>1.80,Todos,Todos,TOP 3,107,8,1.798388186506168,-3.4067242410086878,6.816616667165373,0.2635,36,615,-2.5743519748929513,0.125,10.5,False,False,False,CS
CS_3x2,lay,fav>1.80,Todos,fav fora,Todos,142,3,0.6794735368048433,-1.844447295429958,2.823716838648529,0.264,30,1624,1.102711827486808,0.7075,36.0,False,False,False,CS
Over15_HT,lay,Todos,Todos,fav fora,TOP 3,99,39,6.060352276676055,-14.027478652434633,25.517746896627823,0.264,36,568,-2.003012009231153,0.1475,2.2,False,False,False,nao-CS
BTTS_Yes,back,fav>1.80,U25>2.20,fav fora,Todos,202,66,3.393811881188117,-7.304644528463405,13.069927884615366,0.264,29,617,-3.4759319286871975,0.12,1.57,False,False,False,nao-CS
CS_0x2,lay,Todos,U25<=1.60,fav fora,Todos,58,3,1.5643223702013647,-4.4105843314958095,6.800254687201282,0.264,22,327,-3.8126015747945754,0.08,15.5,False,False,False,CS
Under15_FT,lay,fav>1.80,Todos,fav fora,TOP 3,90,27,3.8911091424192383,-9.406093801713302,16.384749536850286,0.2645,36,523,-2.842014592223386,0.225,2.99,False,False,False,nao-CS
CS_Goleada_A,back,Todos,U25 1.60-2.20,fav fora,TOP 3,84,75,24.374999999999993,-40.856831395348834,92.71972527472516,0.265,33,475,-1.6421052631578972,0.2675,12.5,False,False,False,CS
Under15_FT,lay,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,275,63,1.6261737322116245,-4.2259753175505494,6.933067372589856,0.2655,31,1308,-2.556503576999116,0.1275,4.1,False,False,False,nao-CS
H,lay,fav>1.80,U25 1.60-2.20,fav casa,TOP 3,96,43,6.4703717098820555,-13.867798245471958,26.883113496892356,0.2665,33,549,-2.6900358476880335,0.1775,1.94,False,False,False,nao-CS
CS_2x1,lay,fav>1.80,Todos,fav casa,TOP 3,105,8,1.6987769834106472,-3.5623432582947148,6.825895852884278,0.2665,36,598,-2.6719258843227767,0.1,10.5,False,False,False,CS
CS_2x0,back,Todos,U25<=1.60,Todos,Todos,261,233,14.936781609195396,-27.979871134020623,58.72434037131623,0.267,34,1338,-48.29073243647235,0.0025,12.0,False,False,False,CS
Under15_HT,lay,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,84,55,9.516712814169999,-17.87464719607726,36.21293420970679,0.267,31,484,-12.704293671243894,0.075,1.43,False,False,False,nao-CS
CS_2x3,lay,fav>1.80,U25 1.60-2.20,Todos,TOP 3,59,1,1.0058014235160213,-3.301361330203836,2.7963732456448374,0.267,26,374,0.6347880942677299,0.6675,36.0,False,False,False,CS
Over45_FT,back,fav<=1.40,Todos,Todos,Todos,172,118,9.085465116279067,-16.576571977741914,31.997367965367957,0.2675,29,769,-17.565994798439533,0.03,3.9,False,False,False,nao-CS
CS_1x1,lay,fav1.40-1.80,U25>2.20,Todos,Todos,332,24,1.0266258498932477,-2.43939598678681,4.25294690626339,0.2695,33,996,-0.8515677969203757,0.1575,11.5,False,False,False,CS
CS_0x2,lay,fav>1.80,U25<=1.60,fav casa,Todos,142,4,0.9355245258853241,-2.932080225327986,3.873733490837134,0.2695,32,660,0.21980012885374797,0.2875,25.5,False,False,False,CS
CS_0x2,lay,Todos,U25<=1.60,fav casa,Todos,142,4,0.9355245258853241,-2.932080225327986,3.873733490837134,0.2695,32,685,0.31658732337243634,0.3225,25.5,False,False,False,CS
CS_Goleada_H,lay,fav1.40-1.80,U25>2.20,Todos,TOP 3,51,1,0.8433725143228855,-3.614688880288093,3.3029405125507845,0.27,24,196,-1.38646205079898,0.2675,42.0,False,False,False,CS
CS_0x3,lay,Todos,U25>2.20,fav fora,Todos,290,11,0.663687264288994,-1.7421379502189975,2.746636427073044,0.27,30,404,-0.06196501903836513,0.3775,24.0,False,False,False,CS
Over05_HT,lay,Todos,U25>2.20,fav fora,TOP 3,78,55,16.26737002982257,-33.65774064620351,68.90242689155376,0.2705,29,366,-2.213768958819055,0.195,1.32,False,False,False,nao-CS
Over05_HT,lay,fav>1.80,U25<=1.60,fav casa,Todos,184,102,4.380945270842005,-9.950210965925645,21.898525589039497,0.2705,33,989,-1.2748916699662183,0.25,1.69,False,False,False,nao-CS
CS_0x0,lay,Todos,Todos,fav casa,TOP 3,104,11,1.6843292685089037,-4.191914210052779,7.451563725363264,0.2705,36,618,-2.112382743827882,0.175,7.8,False,False,False,CS
CS_0x2,back,fav1.40-1.80,Todos,fav fora,Todos,145,128,13.931034482758614,-31.043496186076492,68.02722222222216,0.2715,26,622,52.032154340836016,0.7525,10.0,False,False,False,CS
CS_0x1,back,Todos,U25<=1.60,fav fora,TOP 3,43,35,18.906976744186043,-40.77848837209302,78.08335227272723,0.273,23,288,-28.90104166666667,0.0875,6.4,False,False,False,CS
CS_Goleada_H,back,fav1.40-1.80,U25 1.60-2.20,fav casa,Todos,81,72,21.358024691358022,-40.3473731884058,91.40133928571427,0.2735,27,392,-28.66071428571429,0.08,11.0,False,False,False,CS
Under05_HT,back,fav>1.80,U25<=1.60,fav casa,Todos,184,102,4.306793478260867,-10.057352785145891,21.88828940693598,0.274,33,978,-0.2611451942740315,0.3475,2.44,False,False,False,nao-CS
D,back,fav>1.80,Todos,fav fora,TOP 3,97,63,8.632474226804117,-19.143931805319752,35.96888323983162,0.2745,36,536,-9.982835820895525,0.1275,3.1,False,False,False,nao-CS
D,lay,fav>1.80,U25<=1.60,Todos,TOP 3,90,27,3.6376991318633687,-9.646216778284547,17.11612709347275,0.2745,33,477,-5.3333036088025345,0.135,2.95,False,False,False,nao-CS
BTTS_Yes,back,Todos,U25 1.60-2.20,fav fora,Todos,375,162,2.964933333333331,-7.21983994708995,11.17146771347918,0.2755,34,1876,-2.8485874200426458,0.1275,1.84,False,False,False,nao-CS
CS_Goleada_H,lay,fav>1.80,U25 1.60-2.20,Todos,TOP 3,99,5,1.2774663116357612,-3.378208197308516,5.274666249211232,0.276,35,573,1.9852282460101653,0.5975,14.5,False,False,False,CS
CS_1x2,lay,fav<=1.40,Todos,fav casa,Todos,47,1,0.5879959502187508,-4.238681696050995,2.819602169532987,0.2765,23,179,-0.16192122105893486,0.2675,36.0,False,False,False,CS
CS_Goleada_H,lay,fav>1.80,U25 1.60-2.20,fav casa,TOP 3,95,5,1.219486822910039,-3.7169515953676213,5.2899171618272804,0.277,33,543,1.9593904387327836,0.59,14.0,False,False,False,CS
Over35_FT,back,fav>1.80,U25 1.60-2.20,fav fora,TOP 3,83,54,9.509036144578312,-21.958764883061658,41.59997923588037,0.279,33,483,-5.952691511387168,0.145,3.25,False,False,False,nao-CS
CS_Goleada_H,lay,Todos,U25>2.20,fav casa,TOP 3,76,5,1.5586988182947994,-4.294781567867905,6.7197642001246365,0.279,31,330,-1.7130602281000713,0.22,11.0,False,False,False,CS
Under15_HT,lay,fav<=1.40,U25>2.20,fav casa,TOP 3,70,36,8.949069052797821,-20.94183383317537,37.4157638413919,0.28,29,343,-16.33889004544562,0.0475,1.7349999999999999,False,False,False,nao-CS
Over25_HT,back,Todos,Todos,fav casa,Todos,424,326,6.410731132075469,-14.904380398014327,28.129731961125557,0.28,34,1414,-6.238932107496469,0.1275,5.15,False,False,False,nao-CS
CS_0x2,lay,fav>1.80,U25<=1.60,fav fora,TOP 3,41,2,1.9729480917336628,-6.127309739148272,7.371499164228373,0.28,21,263,-4.825600873108528,0.1075,15.0,False,False,False,CS
CS_0x1,back,fav1.40-1.80,U25>2.20,fav fora,TOP 3,54,47,23.268518518518523,-46.01428571428571,93.5325657894736,0.2805,23,244,1.9754098360655712,0.31,10.5,False,False,False,CS
Over25_HT,back,fav1.40-1.80,Todos,fav casa,Todos,164,126,8.612804878048774,-18.617473441524016,38.76055860340864,0.2805,31,521,-3.5460652591170887,0.2425,5.3,False,False,False,nao-CS
BTTS_Yes,lay,fav>1.80,U25<=1.60,fav casa,TOP 3,84,32,4.650526950847966,-11.669708949583457,22.98345734801315,0.281,33,415,-7.636931433659315,0.1025,2.28,False,False,False,nao-CS
Over05_HT,lay,Todos,U25>2.20,fav fora,Todos,221,158,6.597792064816249,-15.514201401749379,30.07568277542001,0.2825,29,798,-5.981158271927136,0.13,1.35,False,False,False,nao-CS
CS_1x3,lay,Todos,U25 1.60-2.20,fav fora,TOP 3,85,3,1.077367571380852,-3.3189410181565306,4.752884544277626,0.2825,33,409,-1.645660745225675,0.145,21.0,False,False,False,CS
CS_1x2,lay,fav<=1.40,U25>2.20,fav casa,Todos,46,1,0.5478241787909535,-4.346505955552184,2.8271911310236675,0.283,23,157,-0.5371369294022208,0.2525,36.0,False,False,False,CS
Over15_HT,back,fav1.40-1.80,U25>2.20,Todos,TOP 3,90,42,6.227222222222219,-15.16185037878788,26.77292119565214,0.2835,33,461,-13.123969631236449,0.0475,2.02,False,False,False,nao-CS
CS_1x2,lay,fav1.40-1.80,U25>2.20,fav fora,TOP 3,54,4,2.23606201674677,-5.500105104055125,8.43137704540061,0.2835,23,245,-1.0819605100402558,0.23,10.0,False,False,False,CS
Under25_FT,lay,Todos,U25<=1.60,fav casa,TOP 3,84,54,10.598550822317538,-23.09912251985862,44.87428059966339,0.2845,33,433,-0.42483205177921685,0.245,1.43,False,False,False,nao-CS
CS_0x1,back,fav>1.80,U25<=1.60,fav fora,Todos,57,47,14.877192982456137,-36.800212765957454,67.50119863013695,0.285,22,351,-42.93589743589744,0.015,6.6,False,False,False,CS
Over25_HT,back,fav1.40-1.80,U25>2.20,fav casa,Todos,159,122,8.65094339622641,-20.359034774130652,39.82177419354835,0.286,31,504,-9.042658730158735,0.13,5.3,False,False,False,nao-CS
CS_1x1,lay,Todos,U25 1.60-2.20,fav casa,TOP 3,99,11,1.7772506801818375,-4.478742032540142,7.801747123621252,0.286,34,588,-0.29372492092837155,0.33,7.4,False,False,False,CS
CS_1x1,lay,fav1.40-1.80,U25>2.20,fav fora,Todos,87,6,1.3755959489360787,-3.424229165927586,7.4029118002675105,0.2865,23,139,-0.6314575576555936,0.315,11.5,False,False,False,CS
A,back,fav>1.80,U25>2.20,fav fora,Todos,205,106,4.379756097560973,-10.811686694594265,20.20481483110484,0.2865,30,631,-9.52599049128368,0.085,2.22,False,False,False,nao-CS
BTTS_Yes,back,fav>1.80,U25<=1.60,fav fora,TOP 3,43,21,11.741860465116277,-30.017097826086953,50.087798380221614,0.2865,23,298,2.627684563758387,0.28,2.22,False,False,False,nao-CS
CS_1x2,back,fav1.40-1.80,U25 1.60-2.20,fav fora,Todos,56,48,24.553571428571423,-47.52305384840504,118.57734374999991,0.287,19,272,-0.5183823529411798,0.2875,9.1,False,False,False,CS
H,back,fav>1.80,U25<=1.60,fav casa,Todos,188,100,5.647872340425529,-10.457303866659105,25.132371323529405,0.287,33,1058,-5.753686200378075,0.095,2.3899999999999997,False,False,False,nao-CS
H,lay,fav>1.80,Todos,Todos,TOP 3,107,49,5.3473529511936615,-11.683208079808281,23.83691038236775,0.288,36,615,-2.9903144019705463,0.1775,1.91,False,False,False,nao-CS
BTTS_No,lay,Todos,U25 1.60-2.20,Todos,TOP 3,104,52,6.462721654354307,-16.203265030160903,28.234619383802123,0.289,36,605,0.5343788400631467,0.3175,1.82,False,False,False,nao-CS
CS_1x1,lay,fav1.40-1.80,Todos,Todos,TOP 3,102,9,1.802739628914661,-4.96460809234455,7.502593553281621,0.2895,36,558,-0.8347322771414346,0.2875,8.8,False,False,False,CS
Over05_HT,back,fav<=1.40,Todos,Todos,Todos,75,17,3.477333333333333,-9.931833242059145,15.28326573202055,0.2905,26,324,-6.189043209876542,0.105,1.34,False,False,False,nao-CS
Under45_FT,lay,fav1.40-1.80,U25>2.20,fav casa,TOP 3,68,48,7.885501251680976,-22.4064045608343,37.61931078189034,0.291,29,259,-10.090571887306647,0.195,1.33,False,False,False,nao-CS
CS_Goleada_H,lay,fav>1.80,U25>2.20,fav casa,TOP 3,75,5,1.438740728464656,-4.479460755549723,6.663031641687899,0.291,31,322,-2.313675110144515,0.1975,11.0,False,False,False,CS
H,lay,fav1.40-1.80,U25>2.20,fav casa,Todos,199,114,4.755142052611458,-12.906265141831277,23.04826417798256,0.292,31,758,-2.2295637792567327,0.22,1.65,False,False,False,nao-CS
Under15_FT,lay,fav1.40-1.80,Todos,fav casa,Todos,362,80,1.1779390174054538,-3.362651307880476,5.071881126579723,0.292,34,1579,-1.36859168713059,0.205,4.4,False,False,False,nao-CS
CS_0x2,back,Todos,U25>2.20,fav fora,Todos,314,285,9.348726114649676,-21.97599162711734,48.15624230995558,0.2925,30,1087,13.147194112235509,0.5825,13.5,False,False,False,CS
CS_2x2,back,fav>1.80,U25<=1.60,Todos,TOP 3,87,79,25.16091954022988,-49.42165919776668,106.47190256615873,0.2925,33,463,-55.45680345572354,0.0075,16.0,False,False,False,CS
BTTS_No,back,fav>1.80,U25<=1.60,fav casa,Todos,184,69,2.508423913043478,-6.441566691505218,12.670059523809504,0.293,33,926,-5.627429805615553,0.1025,1.67,False,False,False,nao-CS
CS_2x1,lay,fav1.40-1.80,Todos,fav casa,TOP 3,98,8,1.7795984589125637,-4.993891814284564,7.495034724895666,0.293,35,544,-3.183717455229774,0.08,9.6,False,False,False,CS
Over15_HT,lay,Todos,U25>2.20,fav fora,TOP 3,85,36,5.891370137709319,-16.421242511690025,29.104647046164818,0.293,30,430,-1.964024062081997,0.2225,2.14,False,False,False,nao-CS
CS_3x2,back,fav<=1.40,U25>2.20,fav casa,Todos,130,123,27.349999999999998,-55.43891491022638,113.8759666666665,0.293,29,357,-56.099439775910355,0.03,24.0,False,False,False,CS
Under35_FT,lay,fav1.40-1.80,U25>2.20,fav fora,TOP 3,54,30,8.380689525936766,-18.9044593571424,35.925592609399985,0.2945,23,248,-5.6778639060417335,0.24,1.665,False,False,False,nao-CS
BTTS_Yes,lay,fav>1.80,U25<=1.60,fav casa,Todos,182,68,2.6416833510481394,-6.4367309329036,13.593424143693717,0.295,33,902,-5.627429028243218,0.115,2.48,False,False,False,nao-CS
Over45_FT,back,Todos,U25>2.20,fav casa,TOP 3,98,60,7.262755102040812,-17.600702962035882,34.137904317010296,0.295,35,529,-15.4241965973535,0.085,2.92,False,False,False,nao-CS
CS_1x2,lay,fav>1.80,U25 1.60-2.20,fav fora,TOP 3,83,6,1.6832120347943977,-5.877449166695146,7.137977371918656,0.295,33,474,-2.034538833710116,0.1275,11.0,False,False,False,CS
BTTS_No,lay,fav>1.80,U25>2.20,fav fora,Todos,202,66,3.0299917940529832,-7.872222713668865,12.632083326470756,0.297,30,622,-3.2843866193871105,0.195,2.74,False,False,False,nao-CS
CS_1x2,lay,fav>1.80,U25<=1.60,Todos,Todos,227,11,0.6634967196337577,-1.6012679437540582,3.295320104380207,0.2975,33,1145,-2.2574422794073823,0.065,18.0,False,False,False,CS
BTTS_No,lay,Todos,U25 1.60-2.20,fav fora,Todos,374,162,2.6034513160964496,-7.40415429186844,10.624258942494901,0.2975,34,1863,-2.5764036071971472,0.14,2.2,False,False,False,nao-CS
CS_1x1,lay,fav1.40-1.80,U25 1.60-2.20,fav casa,Todos,219,19,1.3739417829465324,-3.60892205531735,5.521566560076752,0.298,30,990,-0.7829949000747756,0.22,9.6,False,False,False,CS
CS_3x0,back,fav1.40-1.80,U25>2.20,Todos,Todos,286,261,11.87937062937063,-30.847906159123955,58.813713592232986,0.298,33,668,-28.43862275449103,0.0475,14.5,False,False,False,CS
CS_3x1,lay,Todos,Todos,Todos,TOP 3,105,6,1.0242445462096494,-3.5010422654096796,5.09902499232814,0.299,36,588,1.2710123175760124,0.56,14.0,False,False,False,CS
CS_1x2,lay,fav<=1.40,Todos,fav casa,TOP 3,42,1,0.35510937950156113,-4.73179134906883,2.85374153012929,0.299,23,154,0.7336708597380627,0.445,35.0,False,False,False,CS
Over15_HT,lay,fav>1.80,U25<=1.60,fav casa,Todos,177,34,1.6234539914262849,-4.989239978836534,7.9580142852221645,0.2995,33,887,-1.76857996993796,0.205,4.7,False,False,False,nao-CS
CS_1x1,lay,fav>1.80,Todos,fav casa,Todos,1136,124,0.6359107938685441,-1.5323506980884787,2.940837538451105,0.3,36,4630,-6.4323508763897435,0.0,8.2,False,False,True,CS
CS_0x2,back,fav1.40-1.80,U25>2.20,Todos,TOP 3,83,75,31.536144578313248,-53.82980742296919,160.36856334841582,0.3005,32,427,-17.781030444964873,0.185,11.0,False,False,False,CS
Over35_FT,lay,fav>1.80,U25 1.60-2.20,fav casa,TOP 3,96,24,3.412107863671579,-9.886490271801627,16.200729269139917,0.301,33,549,0.3593514273867803,0.3675,3.3,False,False,False,nao-CS
Under25_FT,back,fav>1.80,U25 1.60-2.20,fav casa,TOP 3,96,36,4.260416666666663,-11.583028841042,19.65895631850419,0.3015,33,549,-3.6396174863388016,0.2025,1.67,False,False,False,nao-CS
Under05_HT,back,fav>1.80,Todos,Todos,TOP 3,107,58,7.286915887850465,-17.507337962962964,33.028667893669535,0.3015,36,615,-0.6980487804878069,0.2625,2.36,False,False,False,nao-CS
CS_1x2,lay,fav1.40-1.80,Todos,fav fora,TOP 3,66,5,2.1624735613326003,-8.304849788875318,10.438243758306411,0.302,26,358,-0.4849669701362947,0.2025,9.8,False,False,False,CS
X2,back,fav>1.80,Todos,Todos,TOP 3,105,33,4.191904761904762,-11.702686638243833,18.690844266714578,0.3025,36,602,-3.089784053156148,0.14,1.52,False,False,False,nao-CS
CS_0x0,lay,fav1.40-1.80,U25>2.20,fav fora,Todos,70,2,0.7917449137246318,-4.290777857242458,3.857347831785883,0.3025,23,289,-0.733453947396715,0.365,27.0,False,False,False,CS
CS_1x3,back,fav>1.80,U25>2.20,fav casa,Todos,294,281,18.001700680272105,-37.69675404916369,82.02582644628093,0.3035,35,930,-32.935483870967744,0.06,27.0,False,False,False,CS
1X,back,fav>1.80,U25 1.60-2.20,fav fora,Todos,319,126,2.313479623824449,-6.805863727040048,9.751399407439136,0.3035,32,1626,-3.1293357933579355,0.1575,1.7,False,False,False,nao-CS
Over15_HT,lay,fav1.40-1.80,U25>2.20,fav fora,TOP 3,54,21,6.418795628981329,-16.715724731805402,31.77400781375444,0.304,23,245,1.9636957345212012,0.3775,2.3,False,False,False,nao-CS
Under35_FT,lay,fav>1.80,U25>2.20,Todos,Todos,518,296,4.247660816544731,-11.08617728528009,18.53031140454549,0.304,35,1612,-6.413393551207212,0.045,1.62,False,False,False,nao-CS
CS_3x1,lay,Todos,Todos,fav casa,TOP 3,104,6,1.0094049017735158,-3.5448070654185213,5.123338751495156,0.3045,36,505,-0.03519340066424554,0.3975,14.0,False,False,False,CS
Over25_FT,back,Todos,Todos,Todos,TOP 3,108,28,3.040277777777777,-9.548865740740741,15.17377314814814,0.3045,36,623,-8.569101123595509,0.0425,1.38,False,False,False,nao-CS
CS_1x1,lay,fav1.40-1.80,Todos,fav casa,Todos,486,41,0.6864745852081611,-1.9246083944529961,3.1588603003679774,0.305,35,1914,-0.7115086359694952,0.225,10.5,False,False,False,CS
CS_3x2,lay,Todos,U25>2.20,fav fora,Todos,133,3,0.5625058575513128,-2.1714592659281693,2.8563541176274203,0.3055,30,815,1.7740735100643592,0.775,36.0,False,False,False,CS
Over35_FT,back,fav>1.80,U25>2.20,Todos,Todos,518,296,4.205501930501927,-11.171594579516093,18.498095980617123,0.306,35,1612,-6.144385856079407,0.045,2.62,False,False,False,nao-CS
Under05_HT,lay,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,84,23,4.574801375467556,-15.50079151582431,22.28910930601311,0.3065,31,479,0.21060548956957365,0.3225,3.15,False,False,False,nao-CS
CS_Goleada_A,back,Todos,Todos,fav fora,TOP 3,89,79,19.044943820224713,-43.65532264837626,89.84385868111282,0.3065,35,519,-27.408477842003855,0.115,11.0,False,False,False,CS
CS_1x2,lay,fav>1.80,U25 1.60-2.20,Todos,TOP 3,99,7,1.4019892957734603,-5.013969864182663,6.904692771515942,0.307,35,581,-1.6945755698966602,0.18,11.0,False,False,False,CS
Under35_FT,lay,Todos,U25>2.20,fav casa,TOP 3,98,60,5.982650735698983,-16.639998994414608,29.33757960303385,0.307,35,530,-4.163427461229134,0.2175,1.52,False,False,False,nao-CS
CS_0x0,back,fav>1.80,U25<=1.60,fav fora,TOP 3,42,34,20.380952380952376,-47.976111111111116,95.9725357142857,0.308,22,279,-19.30286738351255,0.1475,6.9,False,False,False,CS
CS_0x2,lay,fav>1.80,U25<=1.60,fav fora,Todos,56,3,1.1304442053382964,-5.61811694688275,6.90212634722749,0.308,21,313,-3.515745282640744,0.13,15.5,False,False,False,CS
CS_0x1,lay,fav1.40-1.80,U25 1.60-2.20,fav fora,TOP 3,41,4,2.2397743542665123,-6.429126516540245,10.617832667333643,0.3085,19,224,-6.414795971842029,0.1575,8.2,False,False,False,CS
CS_2x3,back,fav1.40-1.80,U25>2.20,fav fora,Todos,87,81,35.201149425287355,-73.92857142857143,144.10617559523783,0.3085,23,217,-6.476958525345627,0.2475,22.0,False,False,False,CS
CS_0x0,lay,fav1.40-1.80,U25>2.20,Todos,Todos,275,9,0.4828472645152692,-1.7829484011666354,2.6932475107254845,0.3085,32,1057,-1.1464388195937272,0.1625,26.0,False,False,False,CS
Over45_FT,back,Todos,U25 1.60-2.20,Todos,TOP 3,52,41,18.52884615384615,-44.737,88.51144067796604,0.3085,24,285,-15.907017543859652,0.14,5.9,False,False,False,nao-CS
CS_2x0,lay,Todos,U25>2.20,fav fora,Todos,180,5,0.670526741605805,-2.4824904917835666,2.950699697790872,0.3085,29,873,4.107007819870612,0.9875,28.0,False,False,False,CS
D,back,fav>1.80,U25<=1.60,fav fora,Todos,64,40,7.68125,-23.934385137371734,35.23851795874813,0.309,25,431,-1.3295823665893303,0.345,3.0,False,False,False,nao-CS
