runner,lado,fav,gols,lado_fav,corte,N_rec,perdas_rec,ROI_rec,IC_lo,IC_hi,p_ic,dias,N_antes,ROI_antes,P_perm,odd_med,aprovado,BH_ic,BH_perm,fam
CS_0x1,lay,Todos,U25 1.60-2.20,Todos,Todos,1252,86,0.6189509928941277,-1.0868823144207373,2.029035887440354,0.2095,36,5630,-0.2996453279024792,0.1825,13.0,False,False,False,CS
A,back,Todos,Todos,fav fora,TOP 3,99,37,7.448989898989895,-11.601264900128868,24.00168697282099,0.2095,36,557,-2.946768402154401,0.1575,1.69,False,False,False,nao-CS
Under05_HT,back,fav>1.80,U25>2.20,fav fora,Todos,198,141,10.785353535353527,-14.981061028456894,38.21198655578984,0.21,29,589,-4.34847198641766,0.175,3.9,False,False,False,nao-CS
BTTS_No,back,Todos,U25>2.20,fav fora,TOP 3,85,42,8.862352941176468,-13.710254445964438,30.01113295880148,0.2105,30,430,-14.23697674418605,0.0225,2.28,False,False,False,nao-CS
Under15_HT,back,fav>1.80,U25<=1.60,fav casa,Todos,62,12,4.716935483870971,-7.891622983870963,15.400216158059468,0.2105,27,376,1.326861702127664,0.3325,1.31,False,False,False,nao-CS
BTTS_Yes,back,fav1.40-1.80,Todos,Todos,Todos,626,264,3.746166134185301,-5.644563866216344,11.163968359731454,0.2105,36,2610,-0.7123563218390818,0.1575,1.82,False,False,False,nao-CS
Under15_HT,lay,Todos,U25 1.60-2.20,fav fora,Todos,383,244,6.901178739927411,-9.493902029304019,23.372526948599727,0.211,34,1914,-3.256933787125561,0.0925,1.48,False,False,False,nao-CS
Under15_FT,lay,fav>1.80,Todos,fav casa,TOP 3,103,35,6.508837268012932,-10.613412782746341,22.608722143065755,0.211,36,593,-1.1158901737844638,0.1625,2.54,False,False,False,nao-CS
BTTS_No,lay,fav1.40-1.80,Todos,Todos,Todos,628,264,3.688826192969094,-5.6648195763604265,11.073903625095486,0.2115,36,2601,-0.7771983649006771,0.15,2.22,False,False,False,nao-CS
CS_Goleada_A,back,Todos,U25>2.20,fav fora,Todos,106,93,44.00943396226415,-48.54629724208376,134.9048157618672,0.2125,27,336,-32.84970238095239,0.0125,12.25,False,False,False,CS
Under45_FT,lay,fav<=1.40,Todos,Todos,Todos,113,72,8.376540687180318,-13.193343433119036,29.31774903038642,0.2125,26,534,-16.724508553887652,0.0475,1.44,False,False,False,nao-CS
Under15_HT,lay,fav<=1.40,U25>2.20,fav casa,Todos,138,67,7.8451541860735015,-11.488405057290402,25.922679607246796,0.213,29,544,-10.1279846247657,0.03,1.8450000000000002,False,False,False,nao-CS
Over15_HT,back,fav<=1.40,U25>2.20,fav casa,Todos,138,67,7.857246376811592,-11.487276883938394,26.043687861903177,0.213,29,541,-10.322273567467652,0.025,2.18,False,False,False,nao-CS
X2,back,fav>1.80,U25 1.60-2.20,fav fora,TOP 3,44,12,8.46022727272727,-14.888163819875777,29.569693642506127,0.213,23,189,0.14920634920634876,0.205,1.51,False,False,False,nao-CS
X2,back,Todos,U25 1.60-2.20,fav fora,TOP 3,44,12,8.46022727272727,-14.888163819875777,29.569693642506127,0.213,23,195,-1.3317948717948735,0.2175,1.51,False,False,False,nao-CS
CS_2x3,lay,fav>1.80,Todos,fav casa,Todos,195,4,0.7603225238230439,-1.5427346537335687,2.4033299156225203,0.215,32,1488,0.2643287068434803,0.44,36.0,False,False,False,CS
A,back,Todos,U25>2.20,Todos,Todos,885,590,3.6097175141242897,-5.149083873341649,13.120330183297355,0.216,35,2963,-7.545595680054003,0.0525,3.45,False,False,False,nao-CS
D,lay,Todos,U25<=1.60,Todos,Todos,278,80,2.4489213863652366,-4.074912600709861,8.413604277515178,0.216,35,1605,-4.516568370522279,0.03,3.125,False,False,False,nao-CS
1X,lay,Todos,U25>2.20,fav fora,Todos,317,138,4.767938182274527,-7.331133200568718,17.271193355303378,0.216,30,1101,-6.906540295546781,0.0175,2.04,False,False,False,nao-CS
Under45_FT,lay,fav<=1.40,Todos,fav casa,Todos,93,60,9.648871727369922,-14.239511330376406,34.65000719353482,0.2165,25,410,-11.063378484206524,0.095,1.44,False,False,False,nao-CS
CS_1x1,lay,Todos,U25>2.20,fav casa,Todos,688,52,0.9319204378295998,-1.256630918244712,3.191025032138856,0.217,35,2318,-2.454943294446743,0.015,11.0,False,False,False,CS
CS_1x2,back,Todos,U25 1.60-2.20,fav casa,Todos,877,814,9.625427594070691,-13.571638182299953,31.716651010593626,0.217,34,3938,-5.996190959878115,0.105,14.5,False,False,False,CS
Over25_FT,lay,fav>1.80,U25 1.60-2.20,fav casa,TOP 3,96,44,7.847093330822403,-11.445912853404462,27.7978367414503,0.2175,33,549,-1.788677059521027,0.2075,1.895,False,False,False,nao-CS
CS_1x0,lay,fav1.40-1.80,U25>2.20,Todos,Todos,314,18,1.1535690000363479,-1.8238049320513607,4.053757083973684,0.2175,33,1152,-1.3717900232628513,0.065,13.0,False,False,False,CS
CS_0x2,lay,Todos,U25<=1.60,Todos,Todos,200,7,1.1178759007369758,-1.739955539678784,3.645869624023928,0.2175,34,1012,-1.0176466387823193,0.0975,23.0,False,False,False,CS
CS_3x1,lay,fav<=1.40,Todos,fav casa,TOP 3,77,4,1.858875233837841,-3.6484322108414484,6.13448462254251,0.2175,30,138,-0.49746239024311306,0.1525,13.5,False,False,False,CS
CS_3x1,lay,fav<=1.40,Todos,Todos,TOP 3,77,4,1.858875233837841,-3.6484322108414484,6.13448462254251,0.2175,30,188,-0.04164374839644666,0.335,13.5,False,False,False,CS
CS_0x3,lay,fav>1.80,Todos,fav fora,Todos,420,11,0.6282465146659143,-1.3596533142644036,2.040088466396978,0.2175,33,549,-0.8634285248659777,0.0675,32.0,False,False,False,CS
Over25_HT,back,fav1.40-1.80,U25>2.20,Todos,Todos,220,168,10.375681818181812,-15.983786361040497,38.07682830839586,0.218,31,702,-10.54950142450143,0.1025,5.2,False,False,False,nao-CS
Over25_HT,back,fav1.40-1.80,Todos,Todos,Todos,225,172,10.30955555555555,-15.055199961685831,37.44681068973589,0.218,31,722,-6.919321329639894,0.1425,5.2,False,False,False,nao-CS
Over15_FT,back,Todos,U25 1.60-2.20,fav fora,Todos,303,74,2.4597359735973603,-4.057796167247387,9.024413775510203,0.219,34,1527,-2.7855926653569094,0.0725,1.37,False,False,False,nao-CS
H,lay,fav>1.80,U25 1.60-2.20,fav fora,TOP 3,83,22,6.485886056703875,-9.932511345879243,22.060117387408543,0.2195,33,483,1.5507066928066942,0.22,3.0,False,False,False,nao-CS
H,lay,fav>1.80,U25 1.60-2.20,Todos,TOP 3,100,43,7.923783175128467,-11.40158985690822,28.294944239567847,0.22,35,584,-2.192124822433742,0.15,1.955,False,False,False,nao-CS
Under45_FT,lay,fav<=1.40,U25>2.20,Todos,Todos,112,72,8.20898429025463,-13.54766441472512,29.33737014160972,0.22,26,501,-15.136698932999696,0.0575,1.44,False,False,False,nao-CS
Over45_FT,back,fav>1.80,U25>2.20,Todos,Todos,518,390,8.712065637065631,-12.672131804318235,28.66744509758721,0.2215,35,1610,-12.43093167701864,0.0075,4.9,False,False,False,nao-CS
A,back,Todos,U25>2.20,fav fora,Todos,278,130,5.162769784172659,-8.43113688016529,19.182197408218606,0.2215,30,911,-8.431174533479695,0.035,2.08,False,False,False,nao-CS
CS_2x0,lay,fav>1.80,U25>2.20,Todos,TOP 3,94,4,2.093570249026162,-3.73861161517101,6.6340234905430036,0.222,35,437,3.492778060715393,0.7175,14.5,False,False,False,CS
CS_1x1,lay,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,275,23,1.7114246146121188,-2.7033391048153486,5.363959691890485,0.222,31,1097,-1.0512378939104938,0.1175,9.6,False,False,False,CS
CS_3x1,lay,fav>1.80,U25 1.60-2.20,fav casa,TOP 3,94,3,1.2206053672126491,-2.674275559841041,4.479212928673742,0.2225,33,291,0.7413631871342901,0.3725,21.0,False,False,False,CS
Under15_FT,lay,fav>1.80,U25<=1.60,fav casa,TOP 3,84,30,7.486832712059319,-11.596073309285106,25.800668920243304,0.2225,33,418,-4.441545217502814,0.14,2.4,False,False,False,nao-CS
Under45_FT,lay,fav<=1.40,U25>2.20,fav casa,Todos,92,60,9.45871971198419,-14.731797092557697,34.80917274218744,0.223,25,387,-9.797024966339102,0.165,1.435,False,False,False,nao-CS
CS_0x2,lay,Todos,U25<=1.60,fav fora,TOP 3,42,2,2.4174042725738207,-4.929270859676472,7.49266274881109,0.223,22,272,-4.882490788009041,0.0775,14.5,False,False,False,CS
Over35_FT,back,fav1.40-1.80,U25 1.60-2.20,fav fora,TOP 3,41,26,16.871951219512187,-26.116116071428575,60.20384146341461,0.2235,19,236,-6.677118644067802,0.155,3.25,False,False,False,nao-CS
X2,lay,Todos,U25<=1.60,fav casa,Todos,204,104,6.4562384491304305,-7.674071780052044,23.48171732499759,0.224,33,1140,-5.408394998340335,0.065,1.76,False,False,False,nao-CS
1X,lay,fav1.40-1.80,Todos,Todos,TOP 3,66,23,5.923633642576998,-9.072916879080438,22.345153336622,0.2245,26,363,-4.00570387705494,0.175,2.48,False,False,False,nao-CS
Under15_HT,back,fav>1.80,U25>2.20,fav fora,TOP 3,80,28,5.386875000000002,-9.4839375,21.453472861842098,0.225,30,325,-3.910153846153846,0.205,1.59,False,False,False,nao-CS
Under15_FT,lay,Todos,U25<=1.60,Todos,TOP 3,91,33,7.087219038703424,-12.563423176318448,25.17749174570443,0.226,34,473,-5.0591307342865015,0.1075,2.36,False,False,False,nao-CS
CS_3x0,lay,fav1.40-1.80,U25 1.60-2.20,fav casa,Todos,217,10,1.4277285464577385,-2.5620696153690043,4.6198805054308245,0.226,30,282,0.8014227334850479,0.3675,16.5,False,False,False,CS
CS_3x0,lay,fav1.40-1.80,U25 1.60-2.20,Todos,Todos,217,10,1.4277285464577385,-2.5620696153690043,4.6198805054308245,0.226,30,282,0.8014227334850479,0.3475,16.5,False,False,False,CS
CS_1x2,lay,fav>1.80,U25<=1.60,fav fora,TOP 3,42,2,2.6694072743945836,-5.522683959166515,7.85766554966786,0.2265,22,280,-3.7757940430411856,0.1025,13.0,False,False,False,CS
CS_3x0,back,fav1.40-1.80,Todos,fav casa,TOP 3,98,87,33.367346938775505,-41.47576641345632,119.91036347055746,0.2265,35,461,-35.668112798264644,0.0175,12.0,False,False,False,CS
BTTS_No,lay,fav>1.80,U25<=1.60,fav fora,TOP 3,43,21,12.897334137902131,-18.448791564447795,44.43049102742406,0.227,23,300,3.71276061362709,0.3075,1.8,False,False,False,nao-CS
Over15_HT,lay,fav<=1.40,U25>2.20,Todos,TOP 3,76,34,8.100576935176687,-14.098013128922101,30.70095312762105,0.2275,29,398,7.5574312674017055,0.4825,2.02,False,False,False,nao-CS
Over05_HT,lay,fav>1.80,U25>2.20,fav fora,Todos,160,113,8.679045476592394,-13.709863597627784,34.88796440375578,0.2275,27,497,-3.872985872067389,0.1925,1.36,False,False,False,nao-CS
CS_3x0,lay,fav>1.80,U25>2.20,Todos,Todos,296,8,0.723581360713411,-1.3258409042848147,2.4231152683429578,0.228,35,363,0.3097971429496217,0.325,28.0,False,False,False,CS
Over15_HT,back,fav>1.80,U25 1.60-2.20,fav fora,TOP 3,83,50,10.803012048192771,-15.669974074074078,38.36223586607858,0.229,33,483,-5.666977225672882,0.1375,2.86,False,False,False,nao-CS
Under15_HT,lay,fav>1.80,U25>2.20,fav casa,TOP 3,88,49,8.661082641457924,-14.641301415404637,31.925874096506572,0.229,35,392,-6.952337168803849,0.1525,1.63,False,False,False,nao-CS
CS_1x0,back,fav>1.80,Todos,fav casa,TOP 3,105,84,13.552380952380949,-23.191398358585865,49.37397361984625,0.2295,36,599,-9.61686143572621,0.18,5.9,False,False,False,CS
Under15_HT,lay,fav<=1.40,U25>2.20,Todos,TOP 3,76,38,11.045411733274978,-16.436719355052446,38.952990241224796,0.23,29,397,-16.25842964751209,0.0225,1.725,False,False,False,nao-CS
CS_1x3,lay,Todos,U25>2.20,fav fora,TOP 3,85,4,1.5389136176464708,-3.435552319967132,5.494727413945797,0.23,30,342,-4.078060461528799,0.0375,15.0,False,False,False,CS
D,lay,Todos,U25<=1.60,Todos,TOP 3,93,27,4.4898560467085336,-7.603058051376052,16.940953999503957,0.2305,35,481,-5.070054232828564,0.0975,2.96,False,False,False,nao-CS
Over05_HT,lay,Todos,Todos,fav fora,TOP 3,97,66,16.28001319561829,-24.19681188397929,62.01859336227433,0.2315,36,552,-4.276503421931023,0.15,1.33,False,False,False,nao-CS
CS_Goleada_H,lay,fav>1.80,Todos,fav casa,TOP 3,104,6,1.5462209696379798,-2.8031321393683175,5.604811638094339,0.232,36,591,0.008094020358483146,0.335,12.0,False,False,False,CS
D,lay,fav1.40-1.80,U25 1.60-2.20,fav casa,TOP 3,81,17,3.5150709329231486,-5.855026417778368,12.653628398227982,0.2325,30,449,-2.9201678763830072,0.1575,4.1,False,False,False,nao-CS
CS_0x0,lay,fav1.40-1.80,Todos,Todos,Todos,572,27,0.6423075443119735,-1.5001414976919594,2.37889778316012,0.233,36,2388,-0.4770504470404678,0.1625,19.0,False,False,False,CS
CS_0x2,lay,fav>1.80,U25<=1.60,Todos,Todos,198,7,0.9906533241144473,-1.9345514158907764,3.5731721065268682,0.2335,33,973,-0.9818706972487965,0.1175,23.0,False,False,False,CS
Under15_FT,lay,fav1.40-1.80,Todos,Todos,Todos,451,97,1.7404454783087209,-3.1917284326243855,5.9211366461031245,0.2335,36,2045,-2.5639660809401543,0.075,4.5,False,False,False,nao-CS
CS_0x1,back,fav>1.80,U25<=1.60,fav fora,TOP 3,42,34,21.738095238095237,-37.67195121951221,81.23365907966351,0.2345,22,280,-35.64464285714286,0.04,6.4,False,False,False,CS
Over45_FT,back,Todos,Todos,fav casa,Todos,780,582,5.960448717948714,-8.836374277328318,21.40087017038763,0.2345,35,3072,-15.438395182291668,0.005,4.7,False,False,False,nao-CS
Over25_FT,back,Todos,U25<=1.60,fav casa,Todos,211,132,7.1329383886255915,-11.394191762416607,24.29856165522977,0.235,33,1153,-5.309150043365137,0.115,2.88,False,False,False,nao-CS
Over45_FT,back,fav1.40-1.80,Todos,Todos,Todos,369,274,7.396341463414631,-10.944807316596663,26.292625757135728,0.235,34,1458,-6.992695473251032,0.11,4.5,False,False,False,nao-CS
CS_0x2,lay,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,47,3,2.706544600248851,-6.012483401419775,9.600853567409635,0.2355,20,371,-0.15784705694208667,0.2175,10.0,False,False,False,CS
CS_2x0,back,Todos,U25<=1.60,fav casa,Todos,203,178,21.96305418719212,-30.64910764054786,85.11449455492416,0.236,33,965,-40.42072538860104,0.0,11.0,False,False,True,CS
X2,lay,fav<=1.40,Todos,Todos,Todos,152,29,2.8558402986137126,-4.930275822567154,11.294455337380043,0.2365,30,695,-1.5335475055605987,0.1725,4.3,False,False,False,nao-CS
X2,lay,fav<=1.40,Todos,fav casa,Todos,152,29,2.8558402986137126,-4.930275822567154,11.294455337380043,0.2365,30,685,-1.0263675239721155,0.2025,4.3,False,False,False,nao-CS
Over25_HT,back,fav1.40-1.80,U25>2.20,fav fora,TOP 3,44,32,23.71931818181817,-36.20042763157895,82.61323643410849,0.237,19,181,-9.520718232044203,0.1425,4.95,False,False,False,nao-CS
Over25_HT,back,fav1.40-1.80,Todos,fav fora,TOP 3,44,32,23.71931818181817,-36.20042763157895,82.61323643410849,0.237,19,182,-10.017857142857148,0.1475,4.95,False,False,False,nao-CS
A,back,Todos,U25 1.60-2.20,fav casa,TOP 3,99,63,10.348484848484846,-17.660960007765482,37.7736551470588,0.237,34,585,-15.29589743589744,0.075,2.98,False,False,False,nao-CS
CS_0x1,lay,fav1.40-1.80,U25 1.60-2.20,fav casa,TOP 3,81,3,1.3691345239367583,-3.3614296402346526,5.20759218590668,0.2375,30,427,-0.4280903553026248,0.2425,18.5,False,False,False,CS
CS_2x0,back,fav>1.80,Todos,fav casa,TOP 3,105,90,30.185714285714287,-41.359626906318084,115.87610479797976,0.2385,36,599,-41.585141903171966,0.005,9.4,False,False,False,CS
CS_3x1,lay,fav>1.80,U25 1.60-2.20,fav fora,Todos,112,2,0.9294388214343918,-2.747195925729023,2.7876952238399224,0.239,25,497,-1.197720438560921,0.1025,36.0,False,False,False,CS
CS_3x1,lay,Todos,U25 1.60-2.20,fav fora,Todos,112,2,0.9294388214343918,-2.747195925729023,2.7876952238399224,0.239,25,576,-0.8343174178771796,0.12,36.0,False,False,False,CS
CS_3x0,lay,fav>1.80,U25>2.20,fav casa,Todos,291,8,0.6927509868784332,-1.3622800523422975,2.4187344372697517,0.2395,35,343,0.17777468997396018,0.3475,28.0,False,False,False,CS
Over05_HT,lay,Todos,U25<=1.60,fav fora,TOP 3,47,25,12.76688723920695,-22.067883576155438,49.66214219211158,0.2395,26,316,-0.5759489328908284,0.215,1.65,False,False,False,nao-CS
BTTS_No,lay,fav1.40-1.80,Todos,Todos,TOP 3,102,49,9.321009582242208,-15.408914500206198,34.49454969626123,0.24,36,567,-0.2308579425678958,0.1725,1.835,False,False,False,nao-CS
CS_3x2,lay,Todos,Todos,fav fora,Todos,148,3,0.7624679465290648,-1.7006316666509091,2.8199173545093172,0.24,30,2144,1.8265651139994,0.8075,36.0,False,False,False,CS
Under35_FT,lay,Todos,U25 1.60-2.20,fav fora,Todos,314,214,7.442646465069097,-12.568793500391232,25.418631044937314,0.2405,32,1631,-2.2438130683605806,0.15,1.395,False,False,False,nao-CS
CS_1x1,lay,fav1.40-1.80,U25 1.60-2.20,fav fora,TOP 3,41,3,2.9247053120041926,-6.335420885453688,10.97287496980321,0.2405,19,103,-2.964570008286176,0.22,9.4,False,False,False,CS
D,back,Todos,Todos,fav fora,TOP 3,99,64,10.326767676767673,-18.160270202741298,38.63357142857142,0.2405,36,570,-6.812456140350881,0.1575,3.1,False,False,False,nao-CS
CS_0x2,back,Todos,U25>2.20,Todos,TOP 3,99,87,56.54040404040403,-48.768328996096486,205.88622009808807,0.2405,35,540,-35.94814814814815,0.005,10.0,False,False,False,CS
CS_Goleada_A,back,fav>1.80,Todos,fav fora,Todos,452,415,14.955752212389378,-27.241661806237722,56.683933737953694,0.241,34,1989,-12.296380090497742,0.1,16.0,False,False,False,CS
Over15_FT,lay,fav>1.80,U25<=1.60,fav fora,Todos,63,35,9.232125183013359,-20.503941096405192,33.64376076236814,0.2415,24,431,-14.228893191303449,0.0775,1.63,False,False,False,nao-CS
BTTS_Yes,lay,fav>1.80,U25 1.60-2.20,Todos,TOP 3,100,51,7.17611060160929,-13.536933415076415,29.08891290522807,0.2415,35,584,-18.79488412585913,0.0175,1.76,False,False,False,nao-CS
Under15_HT,back,fav1.40-1.80,U25>2.20,Todos,TOP 3,90,30,6.3133333333333335,-11.563110649731314,22.93126373626373,0.2425,33,460,-0.32326086956521816,0.2225,1.5950000000000002,False,False,False,nao-CS
BTTS_No,back,fav<=1.40,Todos,Todos,TOP 3,81,31,5.334567901234565,-9.296023797920729,20.02186520034842,0.2435,30,428,-2.7642523364486005,0.2,1.71,False,False,False,nao-CS
CS_3x2,back,fav1.40-1.80,Todos,fav casa,TOP 3,95,88,37.068421052631585,-54.84573164317275,145.22643671975888,0.244,35,451,-33.8159645232816,0.055,18.5,False,False,False,CS
Over05_HT,lay,fav1.40-1.80,U25>2.20,fav casa,TOP 3,75,53,13.528152653627018,-22.230614243700593,49.20899632320806,0.244,30,355,13.765464863879338,0.445,1.32,False,False,False,nao-CS
Over25_HT,back,Todos,U25>2.20,fav casa,Todos,414,317,7.683937198067628,-14.257144220925474,29.703575848260854,0.2445,34,1361,-6.997685525349011,0.0775,5.1,False,False,False,nao-CS
CS_1x0,back,fav>1.80,U25<=1.60,Todos,TOP 3,86,68,16.482558139534873,-28.498282563025214,60.87366547418627,0.2445,33,457,-5.665207877461713,0.2275,5.7,False,False,False,CS
BTTS_No,back,fav<=1.40,U25>2.20,Todos,TOP 3,76,30,6.51381578947368,-11.37224683544304,25.369133415926175,0.2445,29,395,-0.20443037974683725,0.3,1.8050000000000002,False,False,False,nao-CS
Over15_HT,back,fav1.40-1.80,Todos,fav fora,Todos,145,83,5.19655172413793,-9.99923671782763,19.487924271363887,0.2445,26,648,-15.45609567901235,0.035,2.52,False,False,False,nao-CS
CS_3x0,lay,fav1.40-1.80,U25 1.60-2.20,Todos,TOP 3,81,4,1.8662218139500357,-5.38459893532758,7.179323274413929,0.245,30,162,-1.3627677282094162,0.14,14.5,False,False,False,CS
CS_3x0,lay,fav1.40-1.80,U25 1.60-2.20,fav casa,TOP 3,81,4,1.8662218139500357,-5.38459893532758,7.179323274413929,0.245,30,162,-1.3627677282094162,0.1475,14.5,False,False,False,CS
Under15_FT,back,fav>1.80,U25<=1.60,fav fora,Todos,63,35,9.044444444444443,-20.622088948787066,33.34691791331028,0.2455,24,427,-14.1016393442623,0.0475,2.58,False,False,False,nao-CS
CS_Goleada_H,lay,fav>1.80,U25 1.60-2.20,fav casa,Todos,631,27,0.5419032189479877,-1.1454708566527634,1.9967051310391486,0.246,33,2733,0.04484595538305931,0.33,21.0,False,False,False,CS
CS_1x1,back,fav>1.80,Todos,fav fora,TOP 3,97,81,17.664948453608236,-28.956282894736844,69.09243842923615,0.2465,36,535,35.66915887850467,0.665,6.4,False,False,False,CS
1X,back,fav>1.80,U25 1.60-2.20,Todos,Todos,374,142,2.793181818181817,-5.541628787878788,9.801305456544814,0.247,32,1892,-2.4816860465116295,0.1225,1.66,False,False,False,nao-CS
Over45_FT,back,fav1.40-1.80,Todos,fav casa,Todos,271,201,8.648523985239848,-13.90183053221289,31.429880511463836,0.247,34,1074,-4.134310986964622,0.155,4.6,False,False,False,nao-CS
Under15_HT,lay,fav1.40-1.80,Todos,fav fora,Todos,145,83,5.147253432780122,-10.074869144321148,19.465569876300403,0.247,26,655,-14.47585234979923,0.055,1.66,False,False,False,nao-CS
H,lay,fav>1.80,U25 1.60-2.20,fav casa,Todos,653,271,1.972188161461635,-3.3817166092255566,7.918486146232956,0.247,33,3067,-4.497317151449819,0.0475,2.3,False,False,False,nao-CS
H,back,fav1.40-1.80,U25 1.60-2.20,fav casa,TOP 3,80,27,4.5231249999999985,-9.464269101723351,18.464897260273972,0.2475,30,421,5.377078384798098,0.5375,1.5950000000000002,False,False,False,nao-CS
Over45_FT,back,Todos,Todos,fav fora,Todos,360,269,6.576666666666663,-11.291454625740863,22.670056491315375,0.2475,30,1414,-18.198090523338053,0.005,4.7,False,False,False,nao-CS
Under25_FT,back,Todos,U25>2.20,fav fora,TOP 3,85,46,9.09647058823529,-16.12907575757576,36.78421511627906,0.2475,30,431,-1.444431554524367,0.2475,2.32,False,False,False,nao-CS
CS_0x3,lay,Todos,U25>2.20,Todos,Todos,297,11,0.705899861369564,-1.632360838054838,2.736308936956009,0.249,30,1811,3.8849589515020355,1.0,25.0,False,False,False,CS
CS_2x0,lay,fav>1.80,U25>2.20,fav casa,TOP 3,87,4,1.930826814141064,-4.424482524624256,6.764386646561429,0.2495,34,390,3.6254023175781316,0.69,14.5,False,False,False,CS
X2,back,Todos,Todos,Todos,TOP 3,106,33,5.568396226415094,-10.640532407407408,20.413213006638713,0.2495,36,622,-4.290112540192927,0.125,1.52,False,False,False,nao-CS
Under25_FT,lay,Todos,U25<=1.60,fav fora,TOP 3,49,29,13.788157440348343,-23.04071645756528,51.690753620225664,0.25,27,326,0.09773593516017391,0.27,1.52,False,False,False,nao-CS
Under15_HT,back,Todos,U25>2.20,fav fora,TOP 3,85,29,4.932941176470589,-10.665830823293176,21.271933268789443,0.25,30,430,0.651511627906976,0.31,1.59,False,False,False,nao-CS
CS_2x0,lay,Todos,U25<=1.60,fav fora,TOP 3,41,1,1.9861711456662454,-3.8036677531676903,4.784803128129291,0.2505,22,289,7.418401776898073,0.9275,22.0,False,False,False,CS
