m_l0,m_l1,m_odd_low_le9,m_odd_mid_9a10_5,m_odd_high_gt10_5,anti_martingale,cut_after_first_red_day,Ops_total,Ops_skip,WR_%,PnL_R$,ROI_%,DD_Max_R$,Delta_PnL_vs_Base_R$,Delta_DD_vs_Base_R$,Score_RiskAdj
1.0,1.05,0.95,1.0,0.9,0.1,True,527,37,93.36,8393.33,4.716,1244.74,-251.51,291.73,-309.8538
1.0,1.05,0.95,1.0,0.95,0.0,False,527,0,93.36,8368.47,4.875,946.05,-276.37,-6.97,-274.9731
1.0,1.05,0.95,1.0,0.95,0.0,True,527,37,93.36,7528.72,4.799,1047.92,-1116.12,94.91,-1135.0985
1.0,1.05,0.95,1.0,0.95,0.05,False,527,0,93.36,8861.24,4.841,1033.56,216.4,80.55,200.2923
1.0,1.05,0.95,1.0,0.95,0.05,True,527,37,93.36,7990.11,4.761,1135.44,-654.72,182.42,-691.2082
1.0,1.05,0.95,1.0,0.95,0.1,False,527,0,93.36,9354.01,4.812,1139.65,709.17,186.63,671.8437
1.0,1.05,0.95,1.0,0.95,0.1,True,527,37,93.36,8451.5,4.728,1241.52,-193.33,288.51,-251.0319
1.0,1.05,0.95,1.0,1.0,0.0,False,527,0,93.36,8425.91,4.887,944.52,-218.93,-8.5,-217.2286
1.0,1.05,0.95,1.0,1.0,0.0,True,527,37,93.36,7580.33,4.81,1046.39,-1064.51,93.38,-1083.1802
1.0,1.05,0.95,1.0,1.0,0.05,False,527,0,93.36,8922.28,4.854,1030.42,277.44,77.41,261.9624
1.0,1.05,0.95,1.0,1.0,0.05,True,527,37,93.36,8045.01,4.773,1132.3,-599.83,179.28,-635.6848
1.0,1.05,0.95,1.0,1.0,0.1,False,527,0,93.36,9418.65,4.824,1136.43,773.82,183.41,737.1328
1.0,1.05,0.95,1.0,1.0,0.1,True,527,37,93.36,8509.68,4.74,1238.3,-135.15,285.29,-192.21
1.0,1.05,0.95,1.05,0.85,0.0,False,527,0,93.36,8365.1,4.836,970.22,-279.73,17.2,-283.1755
1.0,1.05,0.95,1.05,0.85,0.0,True,527,37,93.36,7506.21,4.75,1074.64,-1138.63,121.62,-1162.9528
1.0,1.05,0.95,1.05,0.85,0.05,False,527,0,93.36,8855.84,4.802,1057.52,211.01,104.51,190.1073
1.0,1.05,0.95,1.05,0.85,0.05,True,527,37,93.36,7965.84,4.712,1161.94,-679.0,208.93,-720.7815
1.0,1.05,0.95,1.05,0.85,0.1,False,527,0,93.36,9346.59,4.773,1166.4,701.75,213.39,659.0747
1.0,1.05,0.95,1.05,0.85,0.1,True,527,37,93.36,8425.47,4.679,1270.82,-219.36,317.81,-282.9256
1.0,1.05,0.95,1.05,0.9,0.0,False,527,0,93.36,8422.54,4.848,968.69,-222.3,15.67,-225.4309
1.0,1.05,0.95,1.05,0.9,0.0,True,527,37,93.36,7557.82,4.761,1073.11,-1087.02,120.09,-1111.0346
1.0,1.05,0.95,1.05,0.9,0.05,False,527,0,93.36,8916.89,4.815,1054.38,272.05,101.36,251.7774
1.0,1.05,0.95,1.05,0.9,0.05,True,527,37,93.36,8020.73,4.724,1158.8,-624.1,205.78,-665.2581
1.0,1.05,0.95,1.05,0.9,0.1,False,527,0,93.36,9411.23,4.785,1163.18,766.4,210.17,724.3638
1.0,1.05,0.95,1.05,0.9,0.1,True,527,37,93.36,8483.65,4.692,1267.6,-161.19,314.59,-224.1037
1.0,1.05,0.95,1.05,0.95,0.0,False,527,0,93.36,8479.98,4.86,967.15,-164.86,14.14,-167.6864
1.0,1.05,0.95,1.05,0.95,0.0,True,527,37,93.36,7609.43,4.773,1071.57,-1035.4,118.56,-1059.1163
1.0,1.05,0.95,1.05,0.95,0.05,False,527,0,93.36,8977.93,4.827,1051.24,333.09,98.22,313.4475
1.0,1.05,0.95,1.05,0.95,0.05,True,527,37,93.36,8075.63,4.736,1155.66,-569.21,202.64,-609.7348
1.0,1.05,0.95,1.05,0.95,0.1,False,527,0,93.36,9475.88,4.797,1159.96,831.04,206.95,789.6529
1.0,1.05,0.95,1.05,0.95,0.1,True,527,37,93.36,8541.83,4.704,1264.38,-103.01,311.37,-165.2818
1.0,1.05,0.95,1.05,1.0,0.0,False,527,0,93.36,8537.41,4.872,965.62,-107.42,12.6,-109.9419
1.0,1.05,0.95,1.05,1.0,0.0,True,527,37,93.36,7661.04,4.784,1070.04,-983.79,117.03,-1007.198
1.0,1.05,0.95,1.05,1.0,0.05,False,527,0,93.36,9038.97,4.839,1048.09,394.13,95.08,375.1176
1.0,1.05,0.95,1.05,1.0,0.05,True,527,37,93.36,8130.52,4.748,1152.51,-514.31,199.5,-554.2114
1.0,1.05,0.95,1.05,1.0,0.1,False,527,0,93.36,9540.52,4.81,1156.74,895.69,203.73,854.942
1.0,1.05,0.95,1.05,1.0,0.1,True,527,37,93.36,8600.01,4.716,1261.16,-44.83,308.15,-106.4599
1.0,1.05,1.0,0.95,0.85,0.0,False,527,0,93.36,8407.72,4.871,957.12,-237.12,4.11,-237.9395
1.0,1.05,1.0,0.95,0.85,0.0,True,527,37,93.36,7604.46,4.818,1059.13,-1040.38,106.12,-1061.5991
1.0,1.05,1.0,0.95,0.85,0.05,False,527,0,93.36,8904.97,4.835,1061.11,260.14,108.1,238.5172
1.0,1.05,1.0,0.95,0.85,0.05,True,527,37,93.36,8070.42,4.777,1163.12,-574.41,210.11,-616.4331
1.0,1.05,1.0,0.95,0.85,0.1,False,527,0,93.36,9402.23,4.804,1167.59,757.39,214.57,714.4775
1.0,1.05,1.0,0.95,0.85,0.1,True,527,37,93.36,8536.39,4.741,1269.6,-108.45,316.58,-171.7637
1.0,1.05,1.0,0.95,0.9,0.0,False,527,0,93.36,8465.16,4.882,955.59,-179.68,2.58,-180.195
1.0,1.05,1.0,0.95,0.9,0.0,True,527,37,93.36,7656.07,4.829,1057.6,-988.76,104.58,-1009.6809
1.0,1.05,1.0,0.95,0.9,0.05,False,527,0,93.36,8966.01,4.847,1057.97,321.18,104.96,300.1874
1.0,1.05,1.0,0.95,0.9,0.05,True,527,37,93.36,8125.32,4.789,1159.98,-519.52,206.96,-560.9098
1.0,1.05,1.0,0.95,0.9,0.1,False,527,0,93.36,9466.87,4.816,1164.37,822.04,211.35,779.7666
1.0,1.05,1.0,0.95,0.9,0.1,True,527,37,93.36,8594.57,4.753,1266.38,-50.27,313.36,-112.9417
1.0,1.05,1.0,0.95,0.95,0.0,False,527,0,93.36,8522.59,4.894,954.06,-122.24,1.04,-122.4504
1.0,1.05,1.0,0.95,0.95,0.0,True,527,37,93.36,7707.68,4.841,1056.07,-937.15,103.05,-957.7626
1.0,1.05,1.0,0.95,0.95,0.05,False,527,0,93.36,9027.06,4.859,1054.83,382.22,101.81,361.8575
1.0,1.05,1.0,0.95,0.95,0.05,True,527,37,93.36,8180.21,4.8,1156.84,-464.62,203.82,-505.3864
1.0,1.05,1.0,0.95,0.95,0.1,False,527,0,93.36,9531.52,4.829,1161.15,886.68,208.13,845.0557
1.0,1.05,1.0,0.95,0.95,0.1,True,527,37,93.36,8652.74,4.765,1263.16,7.91,310.14,-54.1198
1.0,1.05,1.0,0.95,1.0,0.0,False,527,0,93.36,8580.03,4.906,952.53,-64.8,-0.49,-64.7059
1.0,1.05,1.0,0.95,1.0,0.0,True,527,37,93.36,7759.29,4.852,1054.53,-885.54,101.52,-905.8443
1.0,1.05,1.0,0.95,1.0,0.05,False,527,0,93.36,9088.1,4.871,1051.69,443.26,98.67,423.5276
1.0,1.05,1.0,0.95,1.0,0.05,True,527,37,93.36,8235.11,4.812,1153.69,-409.73,200.68,-449.863
1.0,1.05,1.0,0.95,1.0,0.1,False,527,0,93.36,9596.16,4.841,1157.93,951.33,204.91,910.3448
1.0,1.05,1.0,0.95,1.0,0.1,True,527,37,93.36,8710.92,4.777,1259.94,66.09,306.92,4.7021
1.0,1.05,1.0,1.0,0.85,0.0,False,527,0,93.36,8519.23,4.856,978.23,-125.61,25.21,-130.6528
1.0,1.05,1.0,1.0,0.85,0.0,True,527,37,93.36,7685.17,4.792,1082.78,-959.66,129.77,-985.6169
1.0,1.05,1.0,1.0,0.85,0.05,False,527,0,93.36,9021.66,4.821,1078.79,376.83,125.77,351.6725
1.0,1.05,1.0,1.0,0.85,0.05,True,527,37,93.36,8155.94,4.752,1183.34,-488.89,230.33,-534.9597
1.0,1.05,1.0,1.0,0.85,0.1,False,527,0,93.36,9524.1,4.79,1187.9,879.26,234.89,832.2866
1.0,1.05,1.0,1.0,0.85,0.1,True,527,37,93.36,8626.71,4.717,1292.46,-18.13,339.44,-86.0136
1.0,1.05,1.0,1.0,0.9,0.0,False,527,0,93.36,8576.66,4.868,976.69,-68.17,23.68,-72.9082
1.0,1.05,1.0,1.0,0.9,0.0,True,527,37,93.36,7736.78,4.803,1081.25,-908.05,128.23,-933.6987
1.0,1.05,1.0,1.0,0.9,0.05,False,527,0,93.36,9082.7,4.833,1075.64,437.87,122.63,413.3426
1.0,1.05,1.0,1.0,0.9,0.05,True,527,37,93.36,8210.84,4.764,1180.2,-434.0,227.18,-479.4363
1.0,1.05,1.0,1.0,0.9,0.1,False,527,0,93.36,9588.74,4.802,1184.68,943.91,231.67,897.5757
1.0,1.05,1.0,1.0,0.9,0.1,True,527,37,93.36,8684.89,4.729,1289.24,40.05,336.22,-27.1916
1.0,1.05,1.0,1.0,0.95,0.0,False,527,0,93.36,8634.1,4.879,975.16,-10.73,22.15,-15.1637
1.0,1.05,1.0,1.0,0.95,0.0,True,527,37,93.36,7788.4,4.814,1079.72,-856.44,126.7,-881.7804
1.0,1.05,1.0,1.0,0.95,0.05,False,527,0,93.36,9143.75,4.845,1072.5,498.91,119.49,475.0127
1.0,1.05,1.0,1.0,0.95,0.05,True,527,37,93.36,8265.73,4.775,1177.06,-379.1,224.04,-423.9129
1.0,1.05,1.0,1.0,0.95,0.1,False,527,0,93.36,9653.39,4.814,1181.46,1008.55,228.45,962.8648
1.0,1.05,1.0,1.0,0.95,0.1,True,527,37,93.36,8743.07,4.741,1286.02,98.23,333.0,31.6303
1.0,1.05,1.0,1.0,1.0,0.0,False,527,0,93.36,8691.54,4.89,973.63,46.7,20.61,42.5808
1.0,1.05,1.0,1.0,1.0,0.0,True,527,37,93.36,7840.01,4.825,1078.18,-804.83,125.17,-829.8622
1.0,1.05,1.0,1.0,1.0,0.05,False,527,0,93.36,9204.79,4.856,1069.36,559.95,116.34,536.6828
1.0,1.05,1.0,1.0,1.0,0.05,True,527,37,93.36,8320.63,4.787,1173.91,-324.21,220.9,-368.3895
1.0,1.05,1.0,1.0,1.0,0.1,False,527,0,93.36,9718.04,4.826,1178.25,1073.2,225.23,1028.1539
1.0,1.05,1.0,1.0,1.0,0.1,True,527,37,93.36,8801.24,4.753,1282.8,156.41,329.78,90.4522
1.0,1.05,1.0,1.05,0.85,0.0,False,527,0,93.36,8630.73,4.842,999.33,-14.1,46.32,-23.366
1.0,1.05,1.0,1.05,0.85,0.0,True,527,37,93.36,7765.88,4.767,1106.43,-878.95,153.42,-909.6347
1.0,1.05,1.0,1.05,0.85,0.05,False,527,0,93.36,9138.35,4.807,1096.46,493.52,143.44,464.8277
1.0,1.05,1.0,1.05,0.85,0.05,True,527,37,93.36,8241.46,4.728,1203.56,-403.38,250.55,-453.4862
1.0,1.05,1.0,1.05,0.85,0.1,False,527,0,93.36,9645.97,4.776,1208.22,1001.14,255.2,950.0958
1.0,1.05,1.0,1.05,0.85,0.1,True,527,37,93.36,8717.03,4.694,1315.32,72.2,362.3,-0.2635
1.0,1.05,1.0,1.05,0.9,0.0,False,527,0,93.36,8688.17,4.853,997.8,43.33,44.78,34.3785
1.0,1.05,1.0,1.05,0.9,0.0,True,527,37,93.36,7817.5,4.778,1104.9,-827.34,151.88,-857.7165
1.0,1.05,1.0,1.05,0.9,0.05,False,527,0,93.36,9199.39,4.819,1093.32,554.56,140.3,526.4978
1.0,1.05,1.0,1.05,0.9,0.05,True,527,37,93.36,8296.35,4.739,1200.42,-348.48,247.4,-397.9628
1.0,1.05,1.0,1.05,0.9,0.1,False,527,0,93.36,9710.62,4.788,1205.0,1065.78,251.98,1015.3849
1.0,1.05,1.0,1.05,0.9,0.1,True,527,37,93.36,8775.21,4.706,1312.1,130.38,359.08,58.5585
1.0,1.05,1.0,1.05,0.95,0.0,False,527,0,93.36,8745.61,4.864,996.26,100.77,43.25,92.123
1.0,1.05,1.0,1.05,0.95,0.0,True,527,37,93.36,7869.11,4.789,1103.37,-775.73,150.35,-805.7982
1.0,1.05,1.0,1.05,0.95,0.05,False,527,0,93.36,9260.44,4.831,1090.17,615.6,137.16,588.1679
1.0,1.05,1.0,1.05,0.95,0.05,True,527,37,93.36,8351.25,4.751,1197.28,-293.59,244.26,-342.4395
1.0,1.05,1.0,1.05,0.95,0.1,False,527,0,93.36,9775.26,4.801,1201.78,1130.43,248.76,1080.674
1.0,1.05,1.0,1.05,0.95,0.1,True,527,37,93.36,8833.39,4.717,1308.88,188.55,355.87,117.3804
1.0,1.05,1.0,1.05,1.0,0.0,False,527,0,93.36,8803.05,4.876,994.73,158.21,41.72,149.8675
1.0,1.05,1.0,1.05,1.0,0.0,True,527,37,93.36,7920.72,4.8,1101.83,-724.12,148.82,-753.88
1.0,1.05,1.0,1.05,1.0,0.05,False,527,0,93.36,9321.48,4.842,1087.03,676.64,134.02,649.8381
1.0,1.05,1.0,1.05,1.0,0.05,True,527,37,93.36,8406.14,4.762,1194.13,-238.69,241.12,-286.9161
1.0,1.05,1.0,1.05,1.0,0.1,False,527,0,93.36,9839.91,4.812,1198.56,1195.07,245.54,1145.9631
1.0,1.05,1.0,1.05,1.0,0.1,True,527,37,93.36,8891.57,4.729,1305.66,246.73,352.65,176.2023
1.0,1.05,1.05,0.95,0.85,0.0,False,527,0,93.36,8673.35,4.875,990.7,28.51,37.69,20.9767
1.0,1.05,1.05,0.95,0.85,0.0,True,527,37,93.36,7864.14,4.833,1095.39,-780.7,142.37,-809.1742
1.0,1.05,1.05,0.95,0.85,0.05,False,527,0,93.36,9187.48,4.839,1100.05,542.65,147.04,513.2376
1.0,1.05,1.05,0.95,0.85,0.05,True,527,37,93.36,8346.04,4.791,1204.74,-298.79,251.73,-349.1378
1.0,1.05,1.05,0.95,0.85,0.1,False,527,0,93.36,9701.61,4.807,1209.4,1056.78,256.39,1005.4986
1.0,1.05,1.05,0.95,0.85,0.1,True,527,37,93.36,8827.95,4.754,1314.09,183.11,361.08,110.8985
1.0,1.05,1.05,0.95,0.9,0.0,False,527,0,93.36,8730.79,4.886,987.64,85.95,34.62,79.0279
1.0,1.05,1.05,0.95,0.9,0.0,True,527,37,93.36,7915.75,4.844,1092.32,-729.09,139.31,-756.9494
1.0,1.05,1.05,0.95,0.9,0.05,False,527,0,93.36,9248.52,4.85,1096.91,603.69,143.89,574.9078
1.0,1.05,1.05,0.95,0.9,0.05,True,527,37,93.36,8400.94,4.802,1201.6,-243.9,248.58,-293.6145
1.0,1.05,1.05,0.95,0.9,0.1,False,527,0,93.36,9766.26,4.819,1206.19,1121.42,253.17,1070.7876
1.0,1.05,1.05,0.95,0.9,0.1,True,527,37,93.36,8886.13,4.765,1310.87,241.29,357.86,169.7204
1.0,1.05,1.05,0.95,0.95,0.0,False,527,0,93.36,8788.23,4.898,984.57,143.39,31.55,137.079
1.0,1.05,1.05,0.95,0.95,0.0,True,527,37,93.36,7967.36,4.855,1089.26,-677.48,136.24,-704.7245
1.0,1.05,1.05,0.95,0.95,0.05,False,527,0,93.36,9309.56,4.862,1093.77,664.73,140.75,636.5779
1.0,1.05,1.05,0.95,0.95,0.05,True,527,37,93.36,8455.83,4.813,1198.46,-189.0,245.44,-238.0911
1.0,1.05,1.05,0.95,0.95,0.1,False,527,0,93.36,9830.9,4.831,1202.97,1186.07,249.95,1136.0767
1.0,1.05,1.05,0.95,0.95,0.1,True,527,37,93.36,8944.31,4.777,1307.65,299.47,354.64,228.5424
1.0,1.05,1.05,0.95,1.0,0.0,False,527,0,93.36,8845.66,4.909,981.64,200.83,28.62,195.1035
1.0,1.05,1.05,0.95,1.0,0.0,True,527,37,93.36,8018.97,4.866,1086.32,-625.86,133.31,-652.5263
1.0,1.05,1.05,0.95,1.0,0.05,False,527,0,93.36,9370.61,4.874,1090.62,725.77,137.61,698.248
1.0,1.05,1.05,0.95,1.0,0.05,True,527,37,93.36,8510.73,4.824,1195.31,-134.11,242.3,-182.5677
1.0,1.05,1.05,0.95,1.0,0.1,False,527,0,93.36,9895.55,4.843,1199.75,1250.71,246.73,1201.3658
1.0,1.05,1.05,0.95,1.0,0.1,True,527,37,93.36,9002.48,4.788,1304.43,357.65,351.42,287.3643
1.0,1.05,1.05,1.0,0.85,0.0,False,527,0,93.36,8784.86,4.86,1007.34,140.02,54.32,129.1566
1.0,1.05,1.05,1.0,0.85,0.0,True,527,37,93.36,7944.85,4.808,1114.57,-699.99,161.56,-732.2989
1.0,1.05,1.05,1.0,0.85,0.05,False,527,0,93.36,9304.17,4.825,1117.73,659.33,164.71,626.3929
1.0,1.05,1.05,1.0,0.85,0.05,True,527,37,93.36,8431.56,4.766,1224.96,-213.28,271.94,-267.6644
1.0,1.05,1.05,1.0,0.85,0.1,False,527,0,93.36,9823.48,4.793,1229.72,1178.65,276.7,1123.3077
1.0,1.05,1.05,1.0,0.85,0.1,True,527,37,93.36,8918.27,4.73,1336.95,273.44,383.94,196.6486
1.0,1.05,1.05,1.0,0.9,0.0,False,527,0,93.36,8842.29,4.872,1005.81,197.46,52.79,186.9012
1.0,1.05,1.05,1.0,0.9,0.0,True,527,37,93.36,7996.46,4.818,1113.04,-648.38,160.02,-680.3806
1.0,1.05,1.05,1.0,0.9,0.05,False,527,0,93.36,9365.21,4.836,1114.58,720.38,161.57,688.063
1.0,1.05,1.05,1.0,0.9,0.05,True,527,37,93.36,8486.45,4.778,1221.82,-158.38,268.8,-212.141
1.0,1.05,1.05,1.0,0.9,0.1,False,527,0,93.36,9888.13,4.805,1226.5,1243.29,273.48,1188.5968
1.0,1.05,1.05,1.0,0.9,0.1,True,527,37,93.36,8976.45,4.742,1333.74,331.61,380.72,255.4706
1.0,1.05,1.05,1.0,0.95,0.0,False,527,0,93.36,8899.73,4.883,1004.27,254.9,51.26,244.6457
1.0,1.05,1.05,1.0,0.95,0.0,True,527,37,93.36,8048.07,4.829,1111.51,-596.76,158.49,-628.4624
1.0,1.05,1.05,1.0,0.95,0.05,False,527,0,93.36,9426.25,4.848,1111.44,781.42,158.42,749.7331
1.0,1.05,1.05,1.0,0.95,0.05,True,527,37,93.36,8541.35,4.789,1218.67,-103.49,265.66,-156.6176
1.0,1.05,1.05,1.0,0.95,0.1,False,527,0,93.36,9952.77,4.817,1223.28,1307.94,270.27,1253.8859
1.0,1.05,1.05,1.0,0.95,0.1,True,527,37,93.36,9034.63,4.753,1330.52,389.79,377.5,314.2925
1.0,1.05,1.05,1.0,1.0,0.0,False,527,0,93.36,8957.17,4.894,1002.74,312.34,49.72,302.3902
1.0,1.05,1.05,1.0,1.0,0.0,True,527,37,93.36,8099.68,4.84,1109.97,-545.15,156.96,-576.5441
1.0,1.05,1.05,1.0,1.0,0.05,False,527,0,93.36,9487.3,4.859,1108.3,842.46,155.28,811.4032
1.0,1.05,1.05,1.0,1.0,0.05,True,527,37,93.36,8596.24,4.8,1215.53,-48.59,262.52,-101.0942
1.0,1.05,1.05,1.0,1.0,0.1,False,527,0,93.36,10017.42,4.829,1220.06,1372.58,267.05,1319.175
1.0,1.05,1.05,1.0,1.0,0.1,True,527,37,93.36,9092.81,4.764,1327.3,447.97,374.28,373.1144
1.0,1.05,1.05,1.05,0.85,0.0,False,527,0,93.36,8896.36,4.846,1028.44,251.53,75.43,236.4434
1.0,1.05,1.05,1.05,0.85,0.0,True,527,37,93.36,8025.56,4.783,1138.22,-619.28,185.21,-656.3167
1.0,1.05,1.05,1.05,0.85,0.05,False,527,0,93.36,9420.86,4.811,1135.4,776.02,182.38,739.5481
1.0,1.05,1.05,1.05,0.85,0.05,True,527,37,93.36,8517.08,4.743,1245.18,-127.76,292.16,-186.1909
1.0,1.05,1.05,1.05,0.85,0.1,False,527,0,93.36,9945.36,4.78,1250.03,1300.52,297.02,1241.1169
1.0,1.05,1.05,1.05,0.85,0.1,True,527,37,93.36,9008.59,4.707,1359.82,363.76,406.8,282.3987
1.0,1.05,1.05,1.05,0.9,0.0,False,527,0,93.36,8953.8,4.858,1026.91,308.97,73.89,294.1879
1.0,1.05,1.05,1.05,0.9,0.0,True,527,37,93.36,8077.17,4.794,1136.69,-567.66,183.68,-604.3984
1.0,1.05,1.05,1.05,0.9,0.05,False,527,0,93.36,9481.9,4.823,1132.26,837.07,179.24,801.2182
1.0,1.05,1.05,1.05,0.9,0.05,True,527,37,93.36,8571.97,4.754,1242.04,-72.86,289.02,-130.6676
1.0,1.05,1.05,1.05,0.9,0.1,False,527,0,93.36,10010.0,4.792,1246.82,1365.17,293.8,1306.4059
1.0,1.05,1.05,1.05,0.9,0.1,True,527,37,93.36,9066.77,4.719,1356.6,421.94,403.58,341.2207
1.0,1.05,1.05,1.05,0.95,0.0,False,527,0,93.36,9011.24,4.869,1025.38,366.4,72.36,351.9324
1.0,1.05,1.05,1.05,0.95,0.0,True,527,37,93.36,8128.78,4.804,1135.16,-516.05,182.14,-552.4802
1.0,1.05,1.05,1.05,0.95,0.05,False,527,0,93.36,9542.94,4.834,1129.11,898.11,176.1,862.8884
1.0,1.05,1.05,1.05,0.95,0.05,True,527,37,93.36,8626.87,4.765,1238.89,-17.97,285.88,-75.1442
1.0,1.05,1.05,1.05,0.95,0.1,False,527,0,93.36,10074.65,4.803,1243.6,1429.81,290.58,1371.695
1.0,1.05,1.05,1.05,0.95,0.1,True,527,37,93.36,9124.95,4.73,1353.38,480.12,400.36,400.0426
1.0,1.05,1.05,1.05,1.0,0.0,False,527,0,93.36,9068.68,4.88,1023.84,423.84,70.83,409.6769
1.0,1.05,1.05,1.05,1.0,0.0,True,527,37,93.36,8180.4,4.815,1133.62,-464.44,180.61,-500.5619
1.0,1.05,1.05,1.05,1.0,0.05,False,527,0,93.36,9603.98,4.845,1125.97,959.15,172.95,924.5585
1.0,1.05,1.05,1.05,1.0,0.05,True,527,37,93.36,8681.76,4.776,1235.75,36.93,282.74,-19.6208
1.0,1.05,1.05,1.05,1.0,0.1,False,527,0,93.36,10139.29,4.815,1240.38,1494.46,287.36,1436.9841
1.0,1.05,1.05,1.05,1.0,0.1,True,527,37,93.36,9183.13,4.741,1350.16,538.29,397.14,458.8645
1.0,1.05,1.1,0.95,0.85,0.0,False,527,0,93.36,8938.98,4.879,1026.76,294.15,73.75,279.3965
1.0,1.05,1.1,0.95,0.85,0.0,True,527,37,93.36,8123.81,4.847,1134.13,-521.02,181.11,-557.2458
1.0,1.05,1.1,0.95,0.85,0.05,False,527,0,93.36,9469.99,4.842,1138.99,825.15,185.98,787.9581
1.0,1.05,1.1,0.95,0.85,0.05,True,527,37,93.36,8621.66,4.804,1246.36,-23.17,293.34,-81.8426
1.0,1.05,1.1,0.95,0.85,0.1,False,527,0,93.36,10001.0,4.81,1251.22,1356.16,298.21,1296.5196
1.0,1.05,1.1,0.95,0.85,0.1,True,527,37,93.36,9119.51,4.765,1358.59,474.68,405.57,393.5607
1.0,1.05,1.1,0.95,0.9,0.0,False,527,0,93.36,8996.42,4.89,1023.69,351.58,70.68,337.4476
1.0,1.05,1.1,0.95,0.9,0.0,True,527,37,93.36,8175.42,4.858,1131.06,-469.41,178.05,-505.021
1.0,1.05,1.1,0.95,0.9,0.05,False,527,0,93.36,9531.03,4.853,1135.85,886.19,182.83,849.6282
1.0,1.05,1.1,0.95,0.9,0.05,True,527,37,93.36,8676.56,4.815,1243.22,31.72,290.2,-26.3192
1.0,1.05,1.1,0.95,0.9,0.1,False,527,0,93.36,10065.64,4.821,1248.0,1420.81,294.99,1361.8087
1.0,1.05,1.1,0.95,0.9,0.1,True,527,37,93.36,9177.69,4.777,1355.37,532.85,402.35,452.3826
1.0,1.05,1.1,0.95,0.95,0.0,False,527,0,93.36,9053.86,4.901,1020.63,409.02,67.61,395.4987
1.0,1.05,1.1,0.95,0.95,0.0,True,527,37,93.36,8227.04,4.868,1128.0,-417.8,174.98,-452.7961
1.0,1.05,1.1,0.95,0.95,0.05,False,527,0,93.36,9592.07,4.865,1132.71,947.24,179.69,911.2983
1.0,1.05,1.1,0.95,0.95,0.05,True,527,37,93.36,8731.45,4.825,1240.07,86.62,287.06,29.2042
1.0,1.05,1.1,0.95,0.95,0.1,False,527,0,93.36,10130.29,4.833,1244.78,1485.45,291.77,1427.0978
1.0,1.05,1.1,0.95,0.95,0.1,True,527,37,93.36,9235.87,4.788,1352.15,591.03,399.14,511.2046
1.0,1.05,1.1,0.95,1.0,0.0,False,527,0,93.36,9111.29,4.912,1017.56,466.46,64.55,453.5499
1.0,1.05,1.1,0.95,1.0,0.0,True,527,37,93.36,8278.65,4.879,1124.93,-366.19,171.92,-400.5712
1.0,1.05,1.1,0.95,1.0,0.05,False,527,0,93.36,9653.11,4.876,1129.56,1008.28,176.55,972.9684
1.0,1.05,1.1,0.95,1.0,0.05,True,527,37,93.36,8786.35,4.836,1236.93,141.51,283.92,84.7276
1.0,1.05,1.1,0.95,1.0,0.1,False,527,0,93.36,10194.93,4.844,1241.56,1550.1,288.55,1492.3869
1.0,1.05,1.1,0.95,1.0,0.1,True,527,37,93.36,9294.05,4.799,1348.93,649.21,395.92,570.0265
1.0,1.05,1.1,1.0,0.85,0.0,False,527,0,93.36,9050.49,4.865,1041.79,405.65,88.78,387.8978
1.0,1.05,1.1,1.0,0.85,0.0,True,527,37,93.36,8204.52,4.822,1151.71,-440.31,198.69,-480.049
1.0,1.05,1.1,1.0,0.85,0.05,False,527,0,93.36,9586.68,4.828,1156.66,941.84,203.65,901.1133
1.0,1.05,1.1,1.0,0.85,0.05,True,527,37,93.36,8707.18,4.78,1266.58,62.34,313.56,-0.3691
1.0,1.05,1.1,1.0,0.85,0.1,False,527,0,93.36,10122.87,4.796,1271.54,1478.03,318.52,1414.3288
1.0,1.05,1.1,1.0,0.85,0.1,True,527,37,93.36,9209.83,4.742,1381.45,565.0,428.44,479.3108
1.0,1.05,1.1,1.0,0.9,0.0,False,527,0,93.36,9107.93,4.876,1038.72,463.09,85.71,445.9489
1.0,1.05,1.1,1.0,0.9,0.0,True,527,37,93.36,8256.14,4.833,1148.64,-388.7,195.62,-427.8242
1.0,1.05,1.1,1.0,0.9,0.05,False,527,0,93.36,9647.72,4.84,1153.52,1002.88,200.51,962.7834
1.0,1.05,1.1,1.0,0.9,0.05,True,527,37,93.36,8762.07,4.791,1263.44,117.24,310.42,55.1543
1.0,1.05,1.1,1.0,0.9,0.1,False,527,0,93.36,10187.51,4.808,1268.32,1542.68,315.3,1479.6179
1.0,1.05,1.1,1.0,0.9,0.1,True,527,37,93.36,9268.01,4.754,1378.23,623.18,425.22,538.1327
1.0,1.05,1.1,1.0,0.95,0.0,False,527,0,93.36,9165.36,4.886,1035.66,520.53,82.64,504.0001
1.0,1.05,1.1,1.0,0.95,0.0,True,527,37,93.36,8307.75,4.843,1145.57,-337.09,192.56,-375.5993
1.0,1.05,1.1,1.0,0.95,0.05,False,527,0,93.36,9708.76,4.851,1150.38,1063.93,197.36,1024.4535
1.0,1.05,1.1,1.0,0.95,0.05,True,527,37,93.36,8816.97,4.801,1260.29,172.13,307.28,110.6777
1.0,1.05,1.1,1.0,0.95,0.1,False,527,0,93.36,10252.16,4.819,1265.1,1607.32,312.08,1544.907
1.0,1.05,1.1,1.0,0.95,0.1,True,527,37,93.36,9326.19,4.765,1375.01,681.35,422.0,596.9547
