data,liga,jogo,metodo,mercado,lado,odd_execucao,stake,status,resultado,pnl_unidades,pnl_dolar
2026-08-02,CHINA 1,Qingdao West Coast x Qingdao Hainiu,Lay Draw Estrutural,1X2_D,lay,3.9,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,SOUTH KOREA 1,Daejeon x Gwangju FC,Over 2.5 Back Valor,O25,back,1.87,100.0,Finalizado,RED,-1.0,-100.0
2026-08-02,SOUTH KOREA 1,Ulsan HD x Anyang,Lay Draw Estrutural,1X2_D,lay,3.85,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,SOUTH KOREA 2,Busan x Seoul E-Land,Lay Draw Estrutural,1X2_D,lay,3.9,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,SOUTH KOREA 2,Gimpo FC x Gyeongnam,Lay 0x0 Protegido,CS_0x0,lay,11.0,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,SOUTH KOREA 2,Gimpo FC x Gyeongnam,Lay Draw Estrutural,1X2_D,lay,3.6,100.0,Finalizado,RED,-2.6,-260.0
2026-08-02,SOUTH KOREA 2,Gimpo FC x Gyeongnam,Over 2.5 Back Valor,O25,back,2.32,100.0,Finalizado,RED,-1.0,-100.0
2026-08-02,CHINA 2,Suzhou Dongwu x Meizhou Hakka,Lay Draw Estrutural,1X2_D,lay,3.6,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,CHINA 2,Suzhou Dongwu x Meizhou Hakka,Over 2.5 Back Valor,O25,back,2.1,100.0,Finalizado,RED,-1.0,-100.0
2026-08-02,CHINA 1,Shenzhen Xinpengcheng x Chongqing Tonglianglong,Lay Draw Estrutural,1X2_D,lay,3.55,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,CHINA 1,Shenzhen Xinpengcheng x Chongqing Tonglianglong,Over 2.5 Back Valor,O25,back,2.02,100.0,Finalizado,RED,-1.0,-100.0
2026-08-02,FINLAND 1,VPS x Inter Turku,Lay Draw Estrutural,1X2_D,lay,3.5,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,FINLAND 1,VPS x Inter Turku,Over 2.5 Back Valor,O25,back,2.1,100.0,Finalizado,RED,-1.0,-100.0
2026-08-02,SWEDEN 1,Brommapojkarna x Malmo FF,Lay Draw Estrutural,1X2_D,lay,3.9,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,SWEDEN 1,Goteborg x Degerfors,Lay Draw Estrutural,1X2_D,lay,4.0,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,SWEDEN 1,Goteborg x Degerfors,Over 2.5 Back Valor,O25,back,1.87,100.0,Finalizado,RED,-1.0,-100.0
2026-08-02,FINLAND 1,AC Oulu x Ilves,Lay Draw Estrutural,1X2_D,lay,3.65,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,FINLAND 1,AC Oulu x Ilves,Over 2.5 Back Valor,O25,back,1.94,100.0,Finalizado,RED,-1.0,-100.0
2026-08-02,IRELAND 1,Waterford x Shelbourne,Lay Draw Estrutural,1X2_D,lay,3.85,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,NORWAY 1,KFUM Oslo x Kristiansund,Lay Draw Estrutural,1X2_D,lay,4.2,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,NORWAY 2,Hodd x Moss,Lay Draw Estrutural,1X2_D,lay,4.2,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,NORWAY 2,Lyn x Sogndal,Lay Draw Estrutural,1X2_D,lay,4.5,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,URUGUAY 1,Racing Montevideo x Boston River,Lay 0x0 Protegido,CS_0x0,lay,11.5,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,URUGUAY 1,Racing Montevideo x Boston River,Lay Draw Estrutural,1X2_D,lay,3.8,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,URUGUAY 1,Racing Montevideo x Boston River,Over 2.5 Back Valor,O25,back,2.3,100.0,Finalizado,RED,-1.0,-100.0
2026-08-02,URUGUAY 1,Racing Montevideo x Boston River,BTTS Lay Quant,BTTS_Y,lay,2.26,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,URUGUAY 1,Racing Montevideo x Boston River,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,10.98,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,IRELAND 1,St. Patricks x Derry City,Lay Draw Estrutural,1X2_D,lay,4.1,100.0,Finalizado,RED,-3.1,-309.99999999999994
2026-08-02,IRELAND 1,St. Patricks x Derry City,Over 2.5 Back Valor,O25,back,2.1,100.0,Finalizado,RED,-1.0,-100.0
2026-08-02,CHILE 1,D. Concepcion x U. Catolica,Lay Draw Estrutural,1X2_D,lay,3.65,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,CHILE 1,D. Concepcion x U. Catolica,Over 2.5 Back Valor,O25,back,1.97,100.0,Finalizado,GREEN,0.97,97.0
2026-08-02,NORWAY 1,Brann x Rosenborg,Lay Draw Estrutural,1X2_D,lay,4.2,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 1,Aldosivi x Gimnasia L.P.,BTTS Lay Quant,BTTS_Y,lay,2.62,100.0,Finalizado,RED,-1.62,-162.0
2026-08-02,ARGENTINA 1,Dep. Riestra x Barracas Central,BTTS Lay Quant,BTTS_Y,lay,3.05,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 2,Chacarita Juniors x Agropecuario,BTTS Lay Quant,BTTS_Y,lay,2.64,100.0,Finalizado,RED,-1.64,-164.0
2026-08-02,ARGENTINA 2,Chacarita Juniors x Agropecuario,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,11.76,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 2,Ciudad Bolivar x CA Mitre,BTTS Lay Quant,BTTS_Y,lay,2.76,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 2,Ciudad Bolivar x CA Mitre,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,10.98,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 2,San Telmo x San Miguel,BTTS Lay Quant,BTTS_Y,lay,2.5,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 2,San Telmo x San Miguel,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,11.2,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ECUADOR 1,Ind. del Valle x Dep. Cuenca,BTTS Lay Quant,BTTS_Y,lay,2.38,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,URUGUAY 1,Central Esp. x Liverpool M.,Lay 0x0 Protegido,CS_0x0,lay,12.0,100.0,Finalizado,RED,-11.0,-1100.0
2026-08-02,URUGUAY 1,Central Esp. x Liverpool M.,Lay Draw Estrutural,1X2_D,lay,3.35,100.0,Finalizado,RED,-2.35,-235.0
2026-08-02,URUGUAY 1,Central Esp. x Liverpool M.,Over 2.5 Back Valor,O25,back,2.4,100.0,Finalizado,RED,-1.0,-100.0
2026-08-02,PERU 1,AD Tarma x Deportivo Garcilaso,Lay Draw Estrutural,1X2_D,lay,3.55,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,PERU 1,AD Tarma x Deportivo Garcilaso,Over 2.5 Back Valor,O25,back,2.12,100.0,Finalizado,RED,-1.0,-100.0
2026-08-02,ARGENTINA 2,Deportivo Maipu x Atletico Atlanta,BTTS Lay Quant,BTTS_Y,lay,2.4,100.0,Finalizado,RED,-1.4,-140.0
2026-08-02,ARGENTINA 2,Deportivo Maipu x Atletico Atlanta,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,11.76,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 2,Temperley x Gimnasia y Tiro,BTTS Lay Quant,BTTS_Y,lay,2.64,100.0,Finalizado,RED,-1.64,-164.0
2026-08-02,ARGENTINA 2,Temperley x Gimnasia y Tiro,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,11.2,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 3,Biblioteca Atenas x Villa Mitre,BTTS Lay Quant,BTTS_Y,lay,2.78,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 3,Biblioteca Atenas x Villa Mitre,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,7.17,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 2,Chaco For Ever x Deportivo Moron,BTTS Lay Quant,BTTS_Y,lay,2.6,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 2,Chaco For Ever x Deportivo Moron,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,11.76,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 2,Deportivo Madryn x All Boys,Lay 0x0 Protegido,CS_0x0,lay,8.2,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 2,Deportivo Madryn x All Boys,Lay Draw Estrutural,1X2_D,lay,3.35,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 2,Deportivo Madryn x All Boys,BTTS Lay Quant,BTTS_Y,lay,2.64,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 2,Deportivo Madryn x All Boys,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,11.76,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,BOLIVIA 1,Real Potosi x GV San Jose,Lay Draw Estrutural,1X2_D,lay,4.4,100.0,Finalizado,RED,-3.4000000000000004,-340.00000000000006
2026-08-02,CHILE 1,La Serena x O'Higgins,Lay Draw Estrutural,1X2_D,lay,3.95,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,CHILE 1,La Serena x O'Higgins,Over 2.5 Back Valor,O25,back,1.87,100.0,Finalizado,GREEN,0.8700000000000001,87.00000000000001
2026-08-02,PARAGUAY 1,Olimpia Asuncion x Rubio Nu,Lay Draw Estrutural,1X2_D,lay,4.2,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,PARAGUAY 1,Olimpia Asuncion x Rubio Nu,Over 2.5 Back Valor,O25,back,1.96,100.0,Finalizado,GREEN,0.96,96.0
2026-08-02,ARGENTINA 3,San Martin Mendoza x Costa Brava,BTTS Lay Quant,BTTS_Y,lay,2.68,100.0,Finalizado,RED,-1.6800000000000002,-168.00000000000003
2026-08-02,ARGENTINA 3,San Martin Mendoza x Costa Brava,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,8.96,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 1,Newells Old Boys x Boca Juniors,Lay 0x0 Protegido,CS_0x0,lay,8.4,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 1,Newells Old Boys x Boca Juniors,Lay Draw Estrutural,1X2_D,lay,3.35,100.0,Finalizado,RED,-2.35,-235.0
2026-08-02,ARGENTINA 1,Newells Old Boys x Boca Juniors,BTTS Lay Quant,BTTS_Y,lay,2.42,100.0,Finalizado,RED,-1.42,-142.0
2026-08-02,ECUADOR 1,Macara x Guayaquil City,Lay 0x0 Protegido,CS_0x0,lay,11.0,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ECUADOR 1,Macara x Guayaquil City,Lay Draw Estrutural,1X2_D,lay,4.3,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ECUADOR 1,Macara x Guayaquil City,Over 2.5 Back Valor,O25,back,2.32,100.0,Finalizado,GREEN,1.3199999999999998,131.99999999999997
2026-08-02,ECUADOR 1,Macara x Guayaquil City,BTTS Lay Quant,BTTS_Y,lay,2.64,100.0,Finalizado,RED,-1.64,-164.0
2026-08-02,ECUADOR 1,Macara x Guayaquil City,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,14.0,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,COLOMBIA 1,Jaguares de Cordoba x Atl. Nacional,Lay Draw Estrutural,1X2_D,lay,4.3,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,COLOMBIA 1,Jaguares de Cordoba x Atl. Nacional,Over 2.5 Back Valor,O25,back,1.92,100.0,Finalizado,GREEN,0.92,92.0
2026-08-02,BRAZIL CUP,Mirassol x Gremio,Lay 0x0 Protegido,CS_0x0,lay,10.0,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,BRAZIL CUP,Mirassol x Gremio,Lay Draw Estrutural,1X2_D,lay,3.65,100.0,Finalizado,RED,-2.65,-265.0
2026-08-02,BRAZIL CUP,Mirassol x Gremio,Over 2.5 Back Valor,O25,back,2.48,100.0,Finalizado,RED,-1.0,-100.0
2026-08-02,VENEZUELA 1,Zamora x Rayo Zuliano,Lay Draw Estrutural,1X2_D,lay,3.9,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,VENEZUELA 1,Zamora x Rayo Zuliano,Over 2.5 Back Valor,O25,back,2.12,100.0,Finalizado,GREEN,1.12,112.0
2026-08-02,VENEZUELA 1,Zamora x Rayo Zuliano,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,7.62,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,BOLIVIA 1,Always Ready x Bolivar,Lay Draw Estrutural,1X2_D,lay,4.0,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,PARAGUAY 1,Guarani x Libertad Asuncion,Lay 0x0 Protegido,CS_0x0,lay,11.0,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,PARAGUAY 1,Guarani x Libertad Asuncion,Lay Draw Estrutural,1X2_D,lay,3.35,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,PARAGUAY 1,Guarani x Libertad Asuncion,Over 2.5 Back Valor,O25,back,2.34,100.0,Finalizado,GREEN,1.34,134.0
2026-08-02,URUGUAY 1,Nacional x Progreso,Over 2.5 Back Valor,O25,back,1.91,100.0,Finalizado,GREEN,0.91,91.0
2026-08-02,URUGUAY 1,Nacional x Progreso,BTTS Lay Quant,BTTS_Y,lay,2.28,100.0,Finalizado,RED,-1.2799999999999998,-128.0
2026-08-02,ARGENTINA 1,River Plate x Rosario Central,Lay 0x0 Protegido,CS_0x0,lay,8.2,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 1,River Plate x Rosario Central,Lay Draw Estrutural,1X2_D,lay,3.4,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,ARGENTINA 1,River Plate x Rosario Central,BTTS Lay Quant,BTTS_Y,lay,2.46,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,BRAZIL CUP,Internacional x Corinthians,BTTS Lay Quant,BTTS_Y,lay,2.42,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,VENEZUELA 1,Metropolitanos x Puerto Cabello,Lay 0x0 Protegido,CS_0x0,lay,10.5,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,VENEZUELA 1,Metropolitanos x Puerto Cabello,Lay Draw Estrutural,1X2_D,lay,3.35,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,VENEZUELA 1,Metropolitanos x Puerto Cabello,Over 2.5 Back Valor,O25,back,2.56,100.0,Finalizado,GREEN,1.56,156.0
2026-08-02,VENEZUELA 1,Metropolitanos x Puerto Cabello,BTTS Lay Quant,BTTS_Y,lay,2.32,100.0,Finalizado,RED,-1.3199999999999998,-131.99999999999997
2026-08-02,VENEZUELA 1,Metropolitanos x Puerto Cabello,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,6.72,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,COLOMBIA 1,America De Cali x Chico,Over 2.5 Back Valor,O25,back,2.02,100.0,Finalizado,GREEN,1.02,102.0
2026-08-02,COLOMBIA 1,America De Cali x Chico,BTTS Lay Quant,BTTS_Y,lay,2.76,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,BOLIVIA 1,Oriente Petrolero x Nacional Potosi,Lay Draw Estrutural,1X2_D,lay,4.3,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,PERU 1,Cienciano x U. de Deportes,Lay Draw Estrutural,1X2_D,lay,3.55,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,PERU 1,Cienciano x U. de Deportes,Over 2.5 Back Valor,O25,back,2.04,100.0,Finalizado,RED,-1.0,-100.0
2026-08-02,ARGENTINA 1,Lanus x Instituto,BTTS Lay Quant,BTTS_Y,lay,2.48,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,COLOMBIA 1,Santa Fe x Once Caldas,Lay 0x0 Protegido,CS_0x0,lay,11.0,100.0,Finalizado,GREEN,0.95,95.0
2026-08-02,COLOMBIA 1,Santa Fe x Once Caldas,Lay Draw Estrutural,1X2_D,lay,3.4,100.0,Finalizado,RED,-2.4,-240.0
2026-08-02,COLOMBIA 1,Santa Fe x Once Caldas,Over 2.5 Back Valor,O25,back,2.28,100.0,Finalizado,GREEN,1.2799999999999998,128.0
2026-08-03,FINLAND 1,SJK x HJK,Lay Draw Estrutural,1X2_D,lay,4.2,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,IRELAND 2,Kerry x Cobh Ramblers,Lay Draw Estrutural,1X2_D,lay,3.7,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,IRELAND 2,Kerry x Cobh Ramblers,Over 2.5 Back Valor,O25,back,1.97,100.0,Finalizado,GREEN,0.97,97.0
2026-08-03,IRELAND 2,Longford x Finn Harps,Lay Draw Estrutural,1X2_D,lay,4.3,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,IRELAND 2,Longford x Finn Harps,Over 2.5 Back Valor,O25,back,1.93,100.0,Finalizado,GREEN,0.93,93.0
2026-08-03,IRELAND 2,UC Dublin x Treaty United,Lay Draw Estrutural,1X2_D,lay,4.5,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,IRELAND 2,Wexford x Bray,Lay Draw Estrutural,1X2_D,lay,4.0,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,SWEDEN 2,Orebro x Varnamo,Lay Draw Estrutural,1X2_D,lay,3.7,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,SWEDEN 2,Orebro x Varnamo,Over 2.5 Back Valor,O25,back,1.85,100.0,Finalizado,GREEN,0.8500000000000001,85.00000000000001
2026-08-03,ARGENTINA 2,Club A. Guemes x Tristan Suarez,Lay 0x0 Protegido,CS_0x0,lay,9.0,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,PARAGUAY 1,Sportivo Trinidense x San Lorenzo,Lay Draw Estrutural,1X2_D,lay,4.2,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,PARAGUAY 1,Sportivo Trinidense x San Lorenzo,Over 2.5 Back Valor,O25,back,2.18,100.0,Finalizado,GREEN,1.1800000000000002,118.0
2026-08-03,PARAGUAY 1,Sportivo Trinidense x San Lorenzo,BTTS Lay Quant,BTTS_Y,lay,2.34,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,PARAGUAY 1,Sportivo Trinidense x San Lorenzo,Lay 0x3 Visitante Under 2.5,CS_0x3,lay,8.06,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,ARGENTINA 1,Sarmiento Junin x Ind. Rivadavia,Lay 0x0 Protegido,CS_0x0,lay,8.6,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,ARGENTINA 1,Sarmiento Junin x Ind. Rivadavia,BTTS Lay Quant,BTTS_Y,lay,2.26,100.0,Finalizado,RED,-1.2599999999999998,-125.99999999999996
2026-08-03,PARAGUAY 1,Recoleta x Nacional Asuncion,Lay Draw Estrutural,1X2_D,lay,3.45,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,PARAGUAY 1,Recoleta x Nacional Asuncion,Over 2.5 Back Valor,O25,back,2.4,100.0,Finalizado,GREEN,1.4,140.0
2026-08-03,ARGENTINA 1,Platense x Talleres Cordoba,BTTS Lay Quant,BTTS_Y,lay,2.5,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,ARGENTINA 1,Velez Sarsfield x Independiente,Lay 0x0 Protegido,CS_0x0,lay,8.8,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,ARGENTINA 1,Velez Sarsfield x Independiente,BTTS Lay Quant,BTTS_Y,lay,2.2,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,URUGUAY 1,Defensor Sp. x CA Cerro,Lay 0x0 Protegido,CS_0x0,lay,9.8,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,URUGUAY 1,Defensor Sp. x CA Cerro,Lay Draw Estrutural,1X2_D,lay,3.8,100.0,Finalizado,GREEN,0.95,95.0
2026-08-03,URUGUAY 1,Defensor Sp. x CA Cerro,Over 2.5 Back Valor,O25,back,2.6,100.0,Finalizado,GREEN,1.6,160.0
2026-08-03,URUGUAY 1,Defensor Sp. x CA Cerro,BTTS Lay Quant,BTTS_Y,lay,2.52,100.0,Finalizado,RED,-1.52,-152.0
2026-08-03,VENEZUELA 1,Caracas x Estudiantes Merida,Lay Draw Estrutural,1X2_D,lay,3.6,100.0,Finalizado,RED,-2.6,-260.0
