mercado,lado,modelo,filtro,spread%,liquido,val_n,val_wr%,odd_real,val_roi%,val_ic95,val_p,passa_FDR,conf_n,conf_roi%,robusto_entre_modelos,APROVADO,motivo_reprovacao
CS_0x0,lay,poisson_en,EV>0.05,30.2%,Nao,144,90.3%,10.64,-3.89%,"[-58.0%, 45.7%]",0.54,False,0,0.00%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_H,back,et,EV>0.05,4.0%,Sim,6690,26.1%,4.18,-3.91%,"[-8.2%, 0.3%]",0.966,False,251,0.70%,Sim,False,Reprovado FDR (p > FDR_thresh)
O25,lay,et,EV>0.05,4.8%,Sim,2274,31.8%,1.51,-4.01%,"[-6.8%, -1.4%]",0.9975,False,184,3.20%,Sim,False,Reprovado FDR (p > FDR_thresh)
BTTS_Y,lay,poisson_xgboost,EV>0.05,6.8%,Sim,1362,48.6%,2.02,-4.04%,"[-9.6%, 1.3%]",0.9345,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
O25,lay,lightgbm,EV>0.05,4.8%,Sim,413,25.7%,1.39,-4.05%,"[-9.8%, 2.0%]",0.9145,False,26,-5.50%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
U25,back,lr,EV>0.05,4.9%,Sim,360,35.6%,2.85,-4.07%,"[-17.9%, 10.3%]",0.7195,False,1,150.00%,Nao,False,Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
CS_0x1,back,dt,EV>0.05,27.8%,Nao,2466,10.1%,10.11,-4.10%,"[-15.3%, 8.0%]",0.7545,False,79,-25.82%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
CS_0x0,lay,rf,EV>0.05,30.2%,Nao,1331,93.5%,16.33,-4.11%,"[-25.6%, 17.0%]",0.645,False,23,38.70%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
O25,lay,xgboost,EV>0.05,4.8%,Sim,597,39.0%,1.75,-4.14%,"[-10.5%, 2.5%]",0.886,False,35,-3.97%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
CS_0x0,lay,et,EV>0.05,30.2%,Nao,1585,87.8%,8.55,-4.16%,"[-17.3%, 8.6%]",0.7205,False,147,34.97%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
U25,back,nb,EV>0.05,4.9%,Sim,14878,53.6%,1.82,-4.17%,"[-5.7%, -2.8%]",1.0,False,540,-6.09%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
O25,lay,rf,EV>0.05,4.8%,Sim,269,24.9%,1.38,-4.50%,"[-11.4%, 2.9%]",0.8955,False,16,-14.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
CS_1x0,lay,dt,EV>0.05,21.9%,Nao,2365,90.5%,12.17,-4.53%,"[-18.2%, 9.0%]",0.7345,False,92,32.12%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
1X2_H,back,poisson_en,EV>0.05,4.0%,Sim,4534,24.9%,4.52,-4.53%,"[-9.8%, 0.7%]",0.9575,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_D,back,gbc,EV>0.05,6.4%,Sim,2350,19.7%,5.44,-4.56%,"[-12.6%, 3.8%]",0.862,False,51,1.37%,Nao,False,Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
1X2_H,back,poisson_huber,EV>0.05,4.0%,Sim,1795,24.8%,4.75,-4.61%,"[-13.1%, 5.0%]",0.842,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
BTTS_Y,lay,poisson_lightgbm,EV>0.05,6.8%,Sim,464,34.7%,1.59,-4.63%,"[-11.2%, 2.3%]",0.9115,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_D,lay,xgboost,EV>0.05,6.4%,Sim,1526,76.9%,5.27,-4.78%,"[-14.4%, 5.0%]",0.822,False,53,-8.53%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
CS_0x0,lay,xgboost,EV>0.05,30.2%,Nao,2799,92.8%,15.17,-4.81%,"[-18.8%, 9.3%]",0.758,False,75,-5.00%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
CS_0x0,lay,gbc,EV>0.05,30.2%,Nao,1046,92.3%,14.25,-4.85%,"[-27.4%, 16.7%]",0.6515,False,24,-16.88%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_A,back,poisson_en,EV>0.05,6.4%,Sim,9448,21.7%,5.1,-4.87%,"[-8.7%, -0.9%]",0.9935,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
O25,lay,poisson_dt,EV>0.05,4.8%,Sim,3006,41.5%,1.82,-4.90%,"[-8.0%, -1.8%]",1.0,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
O25,lay,poisson_lightgbm,EV>0.05,4.8%,Sim,1146,33.1%,1.55,-4.90%,"[-9.1%, -0.7%]",0.989,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
CS_0x0,lay,lda,EV>0.05,30.2%,Nao,2026,92.9%,14.75,-4.93%,"[-21.3%, 11.1%]",0.7185,False,56,42.50%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
U25,back,rf,EV>0.05,4.9%,Sim,1049,31.2%,3.24,-4.98%,"[-13.8%, 4.1%]",0.867,False,65,-2.32%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_H,back,poisson_lasso,EV>0.05,4.0%,Sim,5209,25.0%,4.41,-4.99%,"[-9.5%, 0.0%]",0.9745,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
BTTS_Y,lay,poisson_gbr,EV>0.05,6.8%,Sim,573,35.1%,1.61,-5.06%,"[-10.9%, 1.6%]",0.947,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
CS_0x0,back,lda,EV>0.05,30.2%,Nao,1670,13.2%,7.64,-5.06%,"[-17.2%, 7.5%]",0.8045,False,114,-32.19%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
BTTS_Y,back,poisson_gbr,EV>0.05,6.8%,Sim,1257,39.1%,2.49,-5.08%,"[-12.0%, 1.1%]",0.942,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_H,lay,lda,EV>0.05,4.0%,Sim,1671,64.0%,3.02,-5.12%,"[-11.7%, 1.6%]",0.934,False,17,-7.47%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_H,back,rf,EV>0.05,4.0%,Sim,2094,26.9%,4.73,-5.26%,"[-13.0%, 2.6%]",0.917,False,74,-16.08%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
U25,lay,lda,EV>0.05,4.9%,Sim,176,55.1%,2.97,-5.38%,"[-25.0%, 12.6%]",0.7065,False,3,-73.00%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_H,lay,poisson_gbr,EV>0.05,4.0%,Sim,851,31.1%,1.59,-5.42%,"[-10.1%, -0.7%]",0.9865,False,0,0.00%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_H,lay,poisson_lightgbm,EV>0.05,4.0%,Sim,839,30.6%,1.57,-5.49%,"[-10.2%, -0.9%]",0.989,False,0,0.00%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_A,back,poisson_lasso,EV>0.05,6.4%,Sim,9847,20.7%,5.26,-5.52%,"[-9.5%, -1.5%]",0.997,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
O25,lay,gbc,EV>0.05,4.8%,Sim,450,24.7%,1.39,-5.53%,"[-10.8%, -0.2%]",0.977,False,29,-3.55%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_D,lay,gbc,EV>0.05,6.4%,Sim,375,66.1%,3.15,-5.53%,"[-20.7%, 8.6%]",0.786,False,3,5.33%,Sim,False,Reprovado FDR (p > FDR_thresh)
U25,lay,nb,EV>0.05,4.9%,Sim,6347,62.0%,2.87,-5.61%,"[-9.1%, -2.2%]",0.9995,False,279,-7.27%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
CS_0x0,back,lr,EV>0.05,30.2%,Nao,1569,10.5%,9.97,-5.62%,"[-19.5%, 9.1%]",0.7665,False,42,66.90%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
U25,lay,lr,EV>0.05,4.9%,Sim,198,59.6%,3.54,-5.70%,"[-25.6%, 13.5%]",0.7145,False,7,-13.00%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_H,lay,gbc,EV>0.05,4.0%,Sim,336,30.7%,1.59,-5.71%,"[-13.8%, 2.9%]",0.9205,False,2,33.00%,Nao,False,Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
U25,lay,rf,EV>0.05,4.9%,Sim,597,42.7%,2.12,-5.77%,"[-14.0%, 2.2%]",0.9205,False,19,25.79%,Nao,False,Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
1X2_D,back,dt,EV>0.05,6.4%,Sim,3392,23.1%,4.33,-5.80%,"[-11.8%, 0.5%]",0.965,False,108,-3.56%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
CS_1x1,lay,nb,EV>0.05,19.3%,Nao,3329,91.4%,12.13,-5.80%,"[-17.3%, 5.7%]",0.8345,False,201,-22.46%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_H,lay,poisson_huber,EV>0.05,4.0%,Sim,554,52.9%,2.8,-5.82%,"[-17.3%, 4.5%]",0.858,False,0,0.00%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_A,back,poisson_lightgbm,EV>0.05,6.4%,Sim,9161,19.9%,5.49,-6.01%,"[-10.1%, -1.8%]",0.997,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
U25,back,et,EV>0.05,4.9%,Sim,4552,34.8%,2.8,-6.11%,"[-9.8%, -2.2%]",0.9985,False,280,6.55%,Nao,False,Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
CS_1x0,back,et,EV>0.05,21.9%,Nao,3702,7.7%,12.44,-6.12%,"[-16.1%, 4.5%]",0.8725,False,205,49.46%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
O25,lay,poisson_huber,EV>0.05,4.8%,Sim,18105,50.1%,2.15,-6.18%,"[-7.8%, -4.7%]",1.0,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_A,lay,lda,EV>0.05,6.4%,Sim,3266,73.5%,4.17,-6.21%,"[-12.7%, -0.3%]",0.98,False,144,0.37%,Sim,False,Reprovado FDR (p > FDR_thresh)
CS_0x1,lay,et,EV>0.05,27.8%,Nao,2021,87.2%,8.11,-6.24%,"[-17.2%, 5.6%]",0.845,False,105,17.00%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
1X2_H,lay,rf,EV>0.05,4.0%,Sim,345,60.3%,3.51,-6.30%,"[-22.6%, 9.9%]",0.7695,False,13,13.38%,Nao,False,Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
BTTS_Y,back,poisson_rf,EV>0.05,6.8%,Sim,593,37.4%,2.62,-6.31%,"[-16.3%, 3.3%]",0.905,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
BTTS_Y,back,poisson_en,EV>0.05,6.8%,Sim,208,42.3%,2.33,-6.45%,"[-21.4%, 8.8%]",0.789,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_A,back,et,EV>0.05,6.4%,Sim,8675,18.5%,5.76,-6.46%,"[-10.8%, -2.2%]",0.9975,False,405,-1.77%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_A,back,poisson_gbr,EV>0.05,6.4%,Sim,9195,20.0%,5.47,-6.47%,"[-10.5%, -2.3%]",0.9985,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
BTTS_Y,lay,et,EV>0.05,6.8%,Sim,1145,32.4%,1.56,-6.56%,"[-10.7%, -2.3%]",0.9985,False,122,-3.48%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
U25,back,xgboost,EV>0.05,4.9%,Sim,1545,36.7%,2.79,-6.67%,"[-13.2%, 0.3%]",0.9725,False,82,-8.34%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
O25,lay,poisson_rf,EV>0.05,4.8%,Sim,1370,34.8%,1.64,-6.73%,"[-10.9%, -2.8%]",1.0,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_D,back,et,EV>0.05,6.4%,Sim,3047,17.2%,5.85,-6.83%,"[-14.4%, 0.6%]",0.9645,False,154,-3.70%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
CS_1x0,back,nb,EV>0.05,21.9%,Nao,13707,12.1%,8.12,-6.84%,"[-11.2%, -2.4%]",0.9995,False,571,19.95%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
O25,lay,poisson_gbr,EV>0.05,4.8%,Sim,1307,31.7%,1.55,-6.88%,"[-10.7%, -3.0%]",1.0,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
CS_1x0,back,lightgbm,EV>0.05,21.9%,Nao,2622,8.8%,10.91,-6.89%,"[-18.9%, 4.7%]",0.8785,False,82,-10.73%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
O25,lay,dt,EV>0.05,4.8%,Sim,1116,43.9%,2.03,-7.04%,"[-13.1%, -1.1%]",0.994,False,37,-0.32%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
O25,back,lda,EV>0.05,4.8%,Sim,460,43.5%,2.35,-7.06%,"[-17.6%, 4.0%]",0.881,False,8,55.25%,Sim,False,Reprovado FDR (p > FDR_thresh)
BTTS_Y,lay,gbc,EV>0.05,6.8%,Sim,235,34.0%,1.66,-7.14%,"[-17.6%, 2.5%]",0.926,False,28,-23.14%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
BTTS_Y,lay,poisson_huber,EV>0.05,6.8%,Sim,14734,48.1%,2.05,-7.14%,"[-8.8%, -5.5%]",1.0,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
BTTS_Y,back,poisson_ridge,EV>0.05,6.8%,Sim,187,39.0%,2.47,-7.25%,"[-23.0%, 9.9%]",0.803,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_H,back,lr,EV>0.05,4.0%,Sim,1537,34.3%,4.01,-7.26%,"[-15.3%, 1.0%]",0.956,False,17,-29.88%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_D,back,poisson_dt,EV>0.05,6.4%,Sim,768,15.6%,6.78,-7.34%,"[-23.0%, 8.5%]",0.8245,False,0,0.00%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_H,lay,nb,EV>0.05,4.0%,Sim,12265,67.1%,3.72,-7.35%,"[-10.2%, -4.6%]",1.0,False,392,-14.19%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_H,lay,poisson_rf,EV>0.05,4.0%,Sim,440,49.3%,2.38,-7.35%,"[-18.2%, 3.5%]",0.9065,False,0,0.00%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
CS_0x1,back,xgboost,EV>0.05,27.8%,Nao,2955,9.7%,10.16,-7.42%,"[-17.4%, 3.6%]",0.9225,False,70,-71.29%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_A,lay,poisson_lr,EV>0.05,6.4%,Sim,174,44.3%,3.4,-7.48%,"[-25.9%, 8.5%]",0.803,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_A,lay,poisson_ridge,EV>0.05,6.4%,Sim,173,43.4%,3.38,-7.53%,"[-24.4%, 9.9%]",0.8095,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
CS_0x0,back,poisson_huber,EV>0.05,30.2%,Nao,10072,9.0%,10.82,-7.56%,"[-13.5%, -1.4%]",0.9925,False,0,0.00%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_A,back,poisson_et,EV>0.05,6.4%,Sim,7660,20.2%,5.25,-7.60%,"[-12.0%, -2.9%]",0.9995,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_D,back,poisson_rf,EV>0.05,6.4%,Sim,546,13.4%,7.79,-7.62%,"[-28.0%, 14.2%]",0.773,False,0,0.00%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
BTTS_Y,lay,nb,EV>0.05,6.8%,Sim,3338,56.2%,2.47,-7.71%,"[-11.7%, -3.5%]",1.0,False,177,-13.21%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_D,lay,poisson_dt,EV>0.05,6.4%,Sim,4215,70.6%,3.76,-7.84%,"[-12.8%, -3.0%]",0.9995,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_A,lay,dt,EV>0.05,6.4%,Sim,3065,77.3%,6.56,-7.85%,"[-16.9%, 0.3%]",0.967,False,120,-18.72%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
BTTS_Y,lay,rf,EV>0.05,6.8%,Sim,151,30.5%,1.57,-7.88%,"[-19.5%, 2.6%]",0.9235,False,34,-11.82%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_A,lay,nb,EV>0.05,6.4%,Sim,12154,79.1%,5.98,-7.95%,"[-11.9%, -4.1%]",1.0,False,559,-3.95%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_D,lay,nb,EV>0.05,6.4%,Sim,4711,81.0%,5.97,-8.03%,"[-15.0%, -1.8%]",0.996,False,209,5.48%,Sim,False,Reprovado FDR (p > FDR_thresh)
O25,back,poisson_huber,EV>0.05,4.8%,Sim,17,52.9%,2.16,-8.18%,"[-53.4%, 36.1%]",0.6345,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
BTTS_Y,back,poisson_huber,EV>0.05,6.8%,Sim,56,39.3%,2.61,-8.38%,"[-38.7%, 22.6%]",0.6805,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
CS_1x0,back,rf,EV>0.05,21.9%,Nao,1769,9.4%,10.19,-8.47%,"[-21.3%, 4.7%]",0.8815,False,75,1.60%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Instabilidade entre Modelos
CS_0x0,back,xgboost,EV>0.05,30.2%,Nao,1711,9.6%,10.16,-8.50%,"[-22.3%, 5.3%]",0.892,False,94,-35.53%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
U25,back,lightgbm,EV>0.05,4.9%,Sim,1606,30.7%,3.16,-8.50%,"[-15.4%, -1.2%]",0.992,False,86,-22.09%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
BTTS_Y,lay,poisson_dt,EV>0.05,6.8%,Sim,2834,42.9%,1.9,-8.51%,"[-12.0%, -5.1%]",1.0,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
U25,back,gbc,EV>0.05,4.9%,Sim,1557,29.9%,3.21,-8.54%,"[-15.9%, -1.3%]",0.9875,False,92,-13.46%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_A,back,gbc,EV>0.05,6.4%,Sim,3026,15.7%,6.82,-8.56%,"[-16.6%, -0.4%]",0.981,False,173,8.75%,Sim,False,Reprovado FDR (p > FDR_thresh)
BTTS_Y,back,poisson_xgboost,EV>0.05,6.8%,Sim,498,40.6%,2.43,-8.65%,"[-18.4%, 1.8%]",0.9475,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_H,lay,poisson_xgboost,EV>0.05,4.0%,Sim,1206,51.8%,2.73,-8.70%,"[-16.6%, -2.0%]",0.993,False,0,0.00%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_H,back,lda,EV>0.05,4.0%,Sim,1893,32.4%,4.82,-8.71%,"[-16.9%, -0.6%]",0.9815,False,41,5.49%,Sim,False,Reprovado FDR (p > FDR_thresh)
U25,back,lda,EV>0.05,4.9%,Sim,468,29.9%,3.39,-8.77%,"[-22.4%, 4.9%]",0.8825,False,26,-16.54%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_D,lay,poisson_gbr,EV>0.05,6.4%,Sim,2576,66.7%,3.2,-8.84%,"[-14.4%, -3.3%]",0.999,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
BTTS_Y,lay,poisson_rf,EV>0.05,6.8%,Sim,1151,37.6%,1.74,-8.89%,"[-13.7%, -4.1%]",1.0,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_D,lay,poisson_et,EV>0.05,6.4%,Sim,2925,66.7%,3.2,-8.94%,"[-13.9%, -3.8%]",0.9995,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
CS_1x0,back,dt,EV>0.05,21.9%,Nao,4240,9.9%,9.97,-8.96%,"[-17.9%, -0.3%]",0.9775,False,136,-3.68%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_D,back,poisson_gbr,EV>0.05,6.4%,Sim,1269,14.3%,7.05,-8.97%,"[-21.8%, 3.6%]",0.907,False,0,0.00%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
CS_1x0,lay,lightgbm,EV>0.05,21.9%,Nao,976,86.5%,8.97,-8.99%,"[-27.3%, 7.4%]",0.842,False,31,-15.81%,Nao,False,Mercado Ilíquido (Spread > 15%) | Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
1X2_D,lay,poisson_rf,EV>0.05,6.4%,Sim,2389,67.5%,3.32,-9.17%,"[-15.4%, -3.1%]",0.9995,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
BTTS_Y,lay,dt,EV>0.05,6.8%,Sim,727,48.3%,2.12,-9.21%,"[-16.6%, -1.3%]",0.9915,False,23,-29.74%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
O25,back,poisson_lasso,EV>0.05,4.8%,Sim,161,36.6%,2.52,-9.27%,"[-28.4%, 10.8%]",0.818,False,0,0.00%,Sim,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%)
1X2_D,back,poisson_lightgbm,EV>0.05,6.4%,Sim,1262,14.0%,7.08,-9.29%,"[-21.9%, 3.9%]",0.9225,False,0,0.00%,Nao,False,Reprovado FDR (p > FDR_thresh) | Colapso OOS (ROI Confirmação <= 0%) | Instabilidade entre Modelos
