Data_Arquivo,Horario_Entrada,Liga,Jogo,Metodo,Fonte_Dados,Odd_Exec,Responsabilidade_Sugerida_R$,Resultado_1_0,Placar_FT,Match_Tipo,Swap,Matched,Mes_Ref,Odd_Base,1/0,PnL_Linha,Lucro_Ciclo,Resets_Teto_Acum,__odd_signal,__result,__odd_exec,__liquidity,__date,Status_Execucao,Skip_Reason,Lucro_Acumulado,Base_Atual,Run_Atual,Level_Profit_Atual,Stake_Multiplier,Stake_Phase,Fold,Segmento,Estrategia
2026-03-02,15:00,POLAND 1,Zaglebie vs Wisla Plock,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.53,312.5,1.0,2x0,alias_exact,False,True,2026-03,10.53,1.0,0.0,38004.518723517984,2,10.53,1.0,10.53,,2026-03-02,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-05,16:30,EGYPT 1,Ceramica Cleopatra vs National Bank Egypt,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.03,250.0,1.0,2x2,alias_exact,False,True,2026-03,10.03,1.0,0.0,36848.32784590884,2,10.03,1.0,10.03,,2026-03-05,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-06,15:30,FRANCE 3,Stade Briochin vs Orleans,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.43,312.5,1.0,1x3,alias_exact,False,True,2026-03,8.43,1.0,0.0,37298.36940996428,2,8.43,1.0,8.43,,2026-03-06,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-06,20:30,CHILE 1,D. Concepcion vs Nublense,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.23,375.0,1.0,0x2,alias_exact,False,True,2026-03,8.23,1.0,0.0,37557.01394661712,2,8.23,1.0,8.23,,2026-03-06,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-08,11:00,ITALY 1,Bologna vs Verona,Lay_CS_1x0_B365,api_diaria_cruzada_betfair,6.83,500.0,1.0,1x2,alias_exact,False,True,2026-03,6.83,1.0,0.0,39001.84386950057,2,6.83,1.0,6.83,,2026-03-08,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-08,12:15,SPAIN 1,Getafe vs Betis,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.03,375.0,1.0,2x0,alias_exact,False,True,2026-03,8.03,1.0,0.0,35564.372254914495,2,8.03,1.0,8.03,,2026-03-08,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-08,08:15,POLAND 1,Motor Lublin vs Gornik Zabrze,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.53,312.5,1.0,0x0,alias_exact,False,True,2026-03,10.53,1.0,0.0,38190.517687618136,2,10.53,1.0,10.53,,2026-03-08,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-08,09:30,ROMANIA 1,Otelul vs FC Hermannstadt,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.03,250.0,1.0,0x2,alias_exact,False,True,2026-03,10.03,1.0,0.0,38489.98154582482,2,10.03,1.0,10.03,,2026-03-08,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-09,16:45,FRANCE 2,Dunkerque vs Reims,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.23,437.5,1.0,1x1,alias_exact,False,True,2026-03,9.23,1.0,0.0,36861.49380396735,2,9.23,1.0,9.23,,2026-03-09,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-09,15:00,ROMANIA 1,CFR Cluj vs Dinamo Bucuresti,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.03,375.0,1.0,2x0,alias_exact,False,True,2026-03,10.03,1.0,0.0,36497.98902400086,2,10.03,1.0,10.03,,2026-03-09,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
